t,Lambda1,Lambda2,Lambda3,Lambda4,Kdelta
1.7325775258419474,0.04227944900733416,1.4122925051651691e-10,6.550937570182214e-11,2.5475621612258692e-11,2.0
1.7365788596198735,0.04227943351393382,1.3568968171284723e-10,6.295941545886308e-11,2.4484414495873352e-11,2.0
1.7405801933977993,0.04227941834204607,1.3036594026516468e-10,6.050715484207103e-11,2.3529622694695718e-11,2.0
1.7445815271757252,0.04227940348489234,1.2525269710295106e-10,5.8152593851446e-11,2.261391074398489e-11,2.0
1.7485828609536513,0.0422793889358406,1.2033840590675027e-10,5.588951523805008e-11,2.1735502286901465e-11,2.0
1.7525841947315772,0.042279374688412474,1.156195139628835e-10,5.3711701752945373e-11,2.0887291896087845e-11,2.0
1.7565855285095033,0.042279360736297456,1.1108358677347496e-10,5.162004157455158e-11,2.007283228522283e-11,2.0
1.7605868622874292,0.04227934707330494,1.0672529526800645e-10,4.9610981989189895e-11,1.929212345430642e-11,2.0
1.764588196065355,0.04227933369337045,1.0253842219754006e-10,4.767919392634212e-11,1.8542500868079514e-11,2.0
1.7685895298432812,0.042279320590550284,9.851763849155759e-11,4.582112467232946e-11,1.7818635456023912e-11,2.0
1.772590863621207,0.04227930775901534,9.465228600902265e-11,4.403766240557161e-11,1.7125856288657815e-11,2.0
1.7765921973991332,0.04227929519306617,9.094058839309582e-11,4.231992534187157e-11,1.645794611704332e-11,2.0
1.780593531177059,0.04227928288712057,8.737188750274072e-11,4.0671466194908135e-11,1.581668129801983e-11,2.0
1.784594864954985,0.04227927083571803,8.394618333795734e-11,3.908695589416311e-11,1.5200285474747943e-11,2.0
1.788596198732911,0.04227925903350993,8.065281775770927e-11,3.7565506261216797e-11,1.461053500406706e-11,2.0
1.792597532510837,0.04227924747527201,7.748912622673743e-11,3.610001186871159e-11,1.403943628019988e-11,2.0
1.796598866288763,0.04227923615592122,7.44497796745236e-11,3.469224907348689e-11,1.3491430195244902e-11,2.0
1.800600200066689,0.04227922507046955,7.152856085212989e-11,3.33404415187033e-11,1.2966516749202128e-11,2.0
1.8046015338446149,0.042279214214032024,6.872280522429719e-11,3.204014831226232e-11,1.2462919585232157e-11,2.0
1.808602867622541,0.042279203581816915,6.602718372050731e-11,3.079225763258364e-11,1.1974421454397088e-11,2.0
1.8126042014004669,0.042279193169128426,6.343814362708144e-11,2.959055223072937e-11,1.1506351427215122e-11,2.0
1.816605535178393,0.04227918297136668,6.09476913382423e-11,2.843769664195861e-11,1.105959768210596e-11,2.0
1.8206068689563188,0.04227917298402861,5.855849138924896e-11,2.7329249974172853e-11,1.0629719326971099e-11,2.0
1.8246082027342447,0.04227916320271241,5.626255017432413e-11,2.6264324048952403e-11,1.021227546971204e-11,2.0
1.8286095365121708,0.042279153623103305,5.405542680136932e-11,2.524025433103816e-11,9.814371537686384e-12,2.0
1.8326108702900967,0.042279144240978006,5.193534491354512e-11,2.425526446359072e-11,9.43245481721533e-12,2.0
1.8366122040680228,0.04227913505222691,4.9896975440333335e-11,2.3309354446610087e-11,9.065637129879178e-12,2.0
1.8406135378459487,0.04227912605283457,4.793943020331426e-11,2.240074792325686e-11,8.710365761999128e-12,2.0
1.8446148716238746,0.042279117238862796,4.6059156488809094e-11,2.1525892179852235e-11,8.37196978409338e-12,2.0
1.8486162054018007,0.042279108606451565,4.425260158313904e-11,2.0687451751655317e-11,8.046896482483135e-12,2.0
1.8526175391797266,0.042279100151810134,4.2517100951044995e-11,1.9880097568147903e-11,7.72892860823049e-12,2.0
1.8566188729576527,0.04227909187123213,4.084821370042846e-11,1.9105605986169394e-11,7.429612480791548e-12,2.0
1.8606202067355786,0.04227908376108225,3.9246828009709134e-11,1.835864793520159e-11,7.140954494389007e-12,2.0
1.8646215405135045,0.04227907581780066,3.7706726629949117e-11,1.7641887950503587e-11,6.859401935344067e-12,2.0
1.8686228742914306,0.042279068037908374,3.622879773956811e-11,1.695266149681629e-11,6.59383658785373e-12,2.0
1.8726242080693565,0.04227906041799567,3.480682408962821e-11,1.6292744930979097e-11,6.3362648461406934e-12,2.0
1.8766255418472826,0.042279052954723007,3.3441693858549115e-11,1.5655921004054107e-11,6.086686710204958e-12,2.0
1.8806268756252085,0.042279045644842306,3.212896615423233e-11,1.504485425130042e-11,5.852207607404125e-12,2.0
1.8846282094031346,0.042279038485187215,3.087041733351725e-11,1.4458656494298339e-11,5.623057575121493e-12,2.0
1.8886295431810605,0.042279031472641115,2.965894196904628e-11,1.3893775019369059e-11,5.401901148616162e-12,2.0
1.8926308769589864,0.04227902460415223,2.8494540060819418e-11,1.3352874361771683e-11,5.193179219986632e-12,2.0
1.8966322107369125,0.04227901787672739,2.737898796567606e-11,1.2830625450988009e-11,4.9897863618753036e-12,2.0
1.9006335445148383,0.04227901128743117,2.630251572099951e-11,1.2330581000696839e-11,4.795275287960976e-12,2.0
1.9046348782927645,0.042279004833392086,2.5273116932567063e-11,1.184830011879967e-11,4.60786964140425e-12,2.0
1.9086362120706903,0.04227899851179373,2.4280133459342323e-11,1.1384670983716205e-11,4.427569422205124e-12,2.0
1.9126375458486162,0.04227899231988275,2.332889437184349e-11,1.0940581773866143e-11,4.2534864519439e-12,2.0
1.9166388796265423,0.04227898625495996,2.241407059955236e-11,1.0514256132410083e-11,4.0882852658796764e-12,2.0
1.9206402134044682,0.042278980314385706,2.1534773964049236e-11,1.0103029524088925e-11,3.929301328753354e-12,2.0
1.9246415471823943,0.042278974495578936,2.0689228108494717e-11,9.708678305742069e-12,3.775646462145232e-12,2.0
1.9286428809603202,0.04227896879603765,1.9878321211308503e-11,9.329426120530115e-12,3.6290970228947117e-12,2.0
1.932644214738246,0.04227896321329627,1.9098500558811793e-11,8.965272968453064e-12,3.4869884757426917e-12,2.0
1.9366455485161722,0.04227895774494694,1.8349766151004587e-11,8.615330671091215e-12,3.3502089991088724e-12,2.0
1.940646882294098,0.042278952388620894,1.7629453452627786e-11,8.276046514765767e-12,3.219646771412954e-12,2.0
1.9446482160720242,0.04227894714199909,1.6938450642101088e-11,7.954525926834322e-12,3.092637257395836e-12,2.0
1.94864954984995,0.04227894200280424,1.6273205005745695e-11,7.644551658358978e-12,2.9745095275757194e-12,2.0
1.952650883627876,0.042278936968810577,1.5634604721981304e-11,7.345235530920036e-12,2.857269976175303e-12,2.0
1.956652217405802,0.04227893203783584,1.5022649790807918e-11,7.059242079776595e-12,2.7462476737127872e-12,2.0
1.960653551183728,0.0422789272077404,1.4432899320127035e-11,6.783018591249856e-12,2.637001728089672e-12,2.0
1.964654884961654,0.04227892247643705,1.3867129666778055e-11,6.519229600598919e-12,2.5339730314044573e-12,2.0
1.96865621873958,0.042278917841875874,1.3321788117082178e-11,6.263434215725283e-12,2.4353852268177434e-12,2.0
1.9726575525175059,0.04227891330205846,1.2800427384718205e-11,6.0182969718880486e-12,2.33946195749013e-12,2.0
1.976658886295432,0.0422789088550406,1.2297718399167934e-11,5.782929690667515e-12,2.248867758680717e-12,2.0
1.9806602200733578,0.042278904498918024,1.1815437517270766e-11,5.5573323720636836e-12,2.162714451969805e-12,2.0
1.984661553851284,0.0422789002318229,1.1352696560607e-11,5.340616837656853e-12,2.0765611452588928e-12,2.0
1.9886628876292098,0.042278896051915815,1.0906830993917538e-11,5.1310067306076235e-12,1.9948487306464813e-12,2.0
1.9926642214071357,0.0422788919573982,1.0478728995622077e-11,4.930278407755395e-12,1.9166890297128703e-12,2.0
1.9966655551850618,0.04227888794650614,1.006750238730092e-11,4.738431869100168e-12,1.84297022087776e-12,2.0
2.000666888962988,0.04227888401751123,9.673151168954064e-12,4.553690757802542e-12,1.7692514120426495e-12,2.0
2.004668222740914,0.04227888016871706,9.29478716216181e-12,4.374278717023117e-12,1.70174985214544e-12,2.0
2.0086695565188397,0.04227887639846717,8.93063401008476e-12,4.203748460440693e-12,1.6351364706679306e-12,2.0
2.0126708902967656,0.04227887270513886,8.57891535588351e-12,4.04121180963557e-12,1.5711876244495215e-12,2.0
2.0166722240746915,0.04227886908714318,8.243183913236862e-12,3.882227872509247e-12,1.5090151350705128e-12,2.0
2.020673557852618,0.04227886554291871,7.919886968466017e-12,3.729461184320826e-12,1.4512835377900046e-12,2.0
2.0246748916305437,0.0422788620709591,7.608136343151273e-12,3.5846881019097054e-12,1.3935519405094965e-12,2.0
2.0286762254084696,0.04227885866978731,7.30970839413203e-12,3.4425795547576854e-12,1.3384848784880887e-12,2.0
2.0326775591863955,0.042278855337953836,7.02282676456889e-12,3.3102409702223667e-12,1.2860823517257813e-12,2.0
2.0366788929643214,0.04227885207403492,6.747491454461851e-12,3.1805669209461485e-12,1.2354561818028742e-12,2.0
2.0406802267422477,0.04227884887663702,6.482814285391214e-12,3.056221942188131e-12,1.1883827255587676e-12,2.0
2.0446815605201736,0.042278845744387894,6.229683435776678e-12,2.936317855528614e-12,1.141309269314661e-12,2.0
2.0486828942980995,0.04227884267594817,5.984546191939444e-12,2.8208546609675977e-12,1.0960121699099545e-12,2.0
2.0526842280760254,0.04227883967000157,5.750955267558311e-12,2.7116087153444823e-12,1.0533796057643485e-12,2.0
2.0566855618539512,0.04227883672525756,5.524469770534779e-12,2.604139126560767e-12,1.0125233984581428e-12,2.0
2.0606868956318776,0.042278833840454944,5.3086424145476485e-12,2.502886786714953e-12,9.725553695716371e-13,2.0
2.0646882294098035,0.04227883101435914,5.099032307498419e-12,2.405187160547939e-12,9.352518759442319e-13,2.0
2.0686895631877293,0.042278828245762234,4.900080341485591e-12,2.311040248059726e-12,8.979483823168266e-13,2.0
2.0726908969656552,0.04227882553347406,4.708233802830364e-12,2.219557870830613e-12,8.615330671091215e-13,2.0
2.076692230743581,0.042278822876348876,4.522604513113038e-12,2.133404564119701e-12,8.304468224196171e-13,2.0
2.0806935645215074,0.04227882027326313,4.344968829173013e-12,2.050803971087589e-12,7.975842208907125e-13,2.0
2.0846948982994333,0.04227881772311637,4.1735503941708885e-12,1.9690915564751776e-12,7.664979762012081e-13,2.0
2.088696232077359,0.04227881522482768,4.011901921785466e-12,1.893596390800667e-12,7.362999099314038e-13,2.0
2.092697565855285,0.042278812777331254,3.852917984659143e-12,1.8189894035458565e-12,7.087663789206999e-13,2.0
2.096698899633211,0.042278810379588805,3.701927653310122e-12,1.7470469515501463e-12,6.785683126508957e-13,2.0
2.1007002334111373,0.04227880803057893,3.5571545708990016e-12,1.680433570072637e-12,6.554756737386924e-13,2.0
2.104701567189063,0.0422788057292971,3.4159342021666816e-12,1.6138201885951275e-12,6.279421427279885e-13,2.0
2.108702900966989,0.04227880347476454,3.284483796051063e-12,1.5507595207964187e-12,6.03073146976385e-13,2.0
2.112704234744915,0.04227880126601846,3.154809746774845e-12,1.4903633882568101e-12,5.790923296444817e-13,2.0
2.116705568522841,0.04227879910211829,3.0313529464365274e-12,1.4317436125566019e-12,5.559996907322784e-13,2.0
2.120706902300767,0.042278796982142985,2.9123370381967106e-12,1.375788372115494e-12,5.346834086594754e-13,2.0
2.124708236078693,0.04227879490518838,2.7977620220553945e-12,1.3224976669334865e-12,5.142553050063725e-13,2.0
2.128709569856619,0.04227879287037073,2.6894042548519792e-12,1.270095140171179e-12,4.938272013532696e-13,2.0
2.132710903634545,0.04227879087683739,2.5837110229076643e-12,1.219468970248272e-12,4.742872761198669e-13,2.0
2.1367122374124707,0.04227878892375081,2.4806823262224498e-12,1.1723955140041653e-12,4.565237077258644e-13,2.0
2.140713571190397,0.042278787010286756,2.383870878475136e-12,1.1262102361797588e-12,4.39648317751562e-13,2.0
2.144714904968323,0.042278785135642316,2.290612144406623e-12,1.0826894936144527e-12,4.2099657093785936e-13,2.0
2.148716238746249,0.04227878329902257,2.2017943024366105e-12,1.0400569294688466e-12,4.050093593832571e-13,2.0
2.1527175725241747,0.04227878149965125,2.113864638886298e-12,1.000088900582341e-12,3.8902214782865485e-13,2.0
2.1567189063021006,0.0422787797367663,2.0312640458541864e-12,9.601208716958354e-13,3.730349362740526e-13,2.0
2.160720240080027,0.042278778009620765,1.951327988081175e-12,9.2192919964873e-13,3.6060043839825084e-13,2.0
2.164721573857953,0.04227877631747834,1.8740564655672642e-12,8.86402062860725e-13,3.4283687000424834e-13,2.0
2.1687229076358787,0.04227877465962315,1.802114013571554e-12,8.526512829121202e-13,3.3217872896784684e-13,2.0
2.1727242414138046,0.04227877303535177,1.7319479184152442e-12,8.180123245438153e-13,3.170796958329447e-13,2.0
2.1767255751917305,0.04227877144397496,1.6635581800983346e-12,7.86926079854311e-13,3.055333763768431e-13,2.0
2.180726908969657,0.04227876988482038,1.5978329770405253e-12,7.558398351648066e-13,2.9309887850104133e-13,2.0
2.1847282427475827,0.04227876835722455,1.5347723092418164e-12,7.256417688950023e-13,2.815525590449397e-13,2.0
2.1887295765255086,0.042278766860545325,1.475264355121908e-12,6.972200594645983e-13,2.717825964282383e-13,2.0
2.1927309103034345,0.04227876539416364,1.4175327578413999e-12,6.696865284538944e-13,2.5934809855243657e-13,2.0
2.1967322440813604,0.042278763957463994,1.3624656958199921e-12,6.439293542825908e-13,2.495781359357352e-13,2.0
2.2007335778592867,0.04227876254984597,1.3082868122182845e-12,6.190603585309873e-13,2.398081733190338e-13,2.0
2.2047349116372126,0.04227876117071716,1.2576606422953773e-12,5.933031843596837e-13,2.3092638912203256e-13,2.0
2.2087362454151385,0.042278759819500245,1.2079226507921703e-12,5.710987238671805e-13,2.2293278334473143e-13,2.0
2.2127375791930644,0.04227875849562679,1.1608491945480637e-12,5.488942633746774e-13,2.149391775674303e-13,2.0
2.2167389129709902,0.042278757198535466,1.1146639167236572e-12,5.266898028821743e-13,2.0516921495072893e-13,2.0
2.2207402467489166,0.04227875592767916,1.070254995738651e-12,5.062616992290714e-13,1.9806378759312793e-13,2.0
2.2247415805268425,0.04227875468252407,1.028510610012745e-12,4.884981308350689e-13,1.900701818158268e-13,2.0
2.2287429143047683,0.04227875346254173,9.885425811262394e-13,4.671818487622659e-13,1.8207657603852567e-13,2.0
2.2327442480826942,0.042278752267217,9.50350909079134e-13,4.503064587879635e-13,1.7408297026122455e-13,2.0
2.23674558186062,0.0422787510960454,9.121592370320286e-13,4.3165471197426086e-13,1.6964207816272392e-13,2.0
2.2407469156385464,0.04227874994853398,8.757439218243235e-13,4.1389114358025836e-13,1.6076029396572267e-13,2.0
2.2447482494164723,0.042278748824198686,8.43769498715119e-13,3.9879211044535623e-13,1.5543122344752192e-13,2.0
2.248749583194398,0.04227874772256435,8.091305403468141e-13,3.836930773104541e-13,1.4832579608992091e-13,2.0
2.252750916972324,0.042278746643179765,7.771561172376096e-13,3.6859404417555197e-13,1.438849039914203e-13,2.0
2.25675225075025,0.04227874558559552,7.469580509678053e-13,3.5349501104064984e-13,1.376676550535194e-13,2.0
2.2607535845281763,0.04227874454937286,7.167599846980011e-13,3.4017233474514796e-13,1.3233858453531866e-13,2.0
2.264754918306102,0.04227874353408012,6.901146321069973e-13,3.268496584496461e-13,1.270095140171179e-13,2.0
2.268756252084028,0.04227874253929009,6.625811010962934e-13,3.1441516057384433e-13,1.2434497875801753e-13,2.0
2.272757585861954,0.04227874156459066,6.359357485052897e-13,3.019806626980426e-13,1.1901590823981678e-13,2.0
2.27675891963988,0.0422787406095706,6.119549311733863e-13,2.8954616482224083e-13,1.127986593019159e-13,2.0
2.280760253417806,0.04227873967383022,5.879741138414829e-13,2.788880237858393e-13,1.0835776720341528e-13,2.0
2.284761587195732,0.042278738756976075,5.648814749292796e-13,2.673417043297377e-13,1.0391687510491465e-13,2.0
2.288762920973658,0.04227873785862091,5.417888360170764e-13,2.575717417130363e-13,1.0125233984581428e-13,2.0
2.292764254751584,0.04227873697838991,5.213607323639735e-13,2.469136006766348e-13,9.592326932761353e-14,2.0
2.2967655885295097,0.04227873611591004,5.000444502911705e-13,2.3714363805993344e-13,9.14823772291129e-14,2.0
2.300766922307436,0.04227873527081982,4.813927034774679e-13,2.282618538629322e-13,8.881784197001252e-14,2.0
2.304768256085362,0.04227873444276575,4.627409566637652e-13,2.184918912462308e-13,8.348877145181177e-14,2.0
2.308769589863288,0.042278733631397,4.440892098500626e-13,2.1049828546892968e-13,7.993605777301127e-14,2.0
2.3127709236412137,0.04227873283637518,4.2721381987576024e-13,2.0339285811132868e-13,7.904787935331115e-14,2.0
2.3167722574191396,0.04227873205737431,4.0945025148175773e-13,1.9451107391432743e-13,7.549516567451064e-14,2.0
2.320773591197066,0.04227873129407289,3.943512183468556e-13,1.8740564655672642e-13,7.283063041541027e-14,2.0
2.324774924974992,0.042278730546157384,3.7925218521195347e-13,1.794120407794253e-13,6.927791673660977e-14,2.0
2.3287762587529177,0.04227872981331604,3.623767952376511e-13,1.723066134218243e-13,6.661338147750939e-14,2.0
2.3327775925308436,0.04227872909524688,3.5083047578154947e-13,1.6608936448392342e-13,6.483702463810914e-14,2.0
2.3367789263087695,0.0422787283916497,3.348432642269472e-13,1.5987211554602254e-13,6.217248937900877e-14,2.0
2.340780260086696,0.0422787277022314,3.2240876635114546e-13,1.5276668818842154e-13,5.861977570020827e-14,2.0
2.3447815938646217,0.04227872702670599,3.090860900556436e-13,1.4654943925052066e-13,5.773159728050814e-14,2.0
2.3487829276425476,0.042278726364788355,2.9665159217984183e-13,1.4033219031261979e-13,5.595524044110789e-14,2.0
2.3527842614204735,0.04227872571620228,2.851052727237402e-13,1.3589129821411916e-13,5.240252676230739e-14,2.0
2.3567855951983994,0.04227872508067598,2.753353101070388e-13,1.2967404927621828e-13,5.1514348342607263e-14,2.0
2.3607869289763257,0.04227872445794301,2.637889906509372e-13,1.2523315717771766e-13,4.884981308350689e-14,2.0
2.3647882627542516,0.04227872384774489,2.540190280342358e-13,1.199040866595169e-13,4.618527782440651e-14,2.0
2.3687895965321775,0.04227872324982229,2.4424906541753444e-13,1.1546319456101628e-13,4.618527782440651e-14,2.0
2.3727909303101034,0.04227872266392829,2.3359092438113294e-13,1.1013412404281553e-13,4.085620730620576e-14,2.0
2.3767922640880292,0.04227872208981509,2.2648549702353193e-13,1.0658141036401503e-13,4.1744385725905886e-14,2.0
2.3807935978659556,0.04227872152724377,2.1671553440683056e-13,1.021405182655144e-13,3.907985046680551e-14,2.0
2.3847949316438815,0.042278720975984285,2.0872192862952943e-13,9.85878045867139e-14,3.730349362740526e-14,2.0
2.3887962654218073,0.04227872043581016,1.9984014443252818e-13,9.414691248821327e-14,3.8191672047105385e-14,2.0
2.3927975991997332,0.04227871990650289,1.9184653865522705e-13,9.059419880941277e-14,3.4638958368304884e-14,2.0
2.3967989329776596,0.04227871938784489,1.829647544582258e-13,8.615330671091215e-14,3.2862601528904634e-14,2.0
2.4008002667555854,0.042278718879620314,1.7674750552032492e-13,8.260059303211165e-14,3.197442310920451e-14,2.0
2.4048016005335113,0.04227871838162045,1.6964207816272392e-13,7.993605777301127e-14,3.019806626980426e-14,2.0
2.408802934311437,0.042278717893636575,1.6342482922482304e-13,7.72715225139109e-14,3.019806626980426e-14,2.0
2.412804268089363,0.042278717415470624,1.5631940186722204e-13,7.283063041541027e-14,2.6645352591003757e-14,2.0
2.4168056018672894,0.04227871694692009,1.509903313490213e-13,7.016609515630989e-14,2.7533531010703882e-14,2.0
2.4208069356452153,0.04227871648779136,1.438849039914203e-13,6.838973831690964e-14,2.5757174171303632e-14,2.0
2.424808269423141,0.04227871603788991,1.3855583347321954e-13,6.572520305780927e-14,2.5757174171303632e-14,2.0
2.428809603201067,0.04227871559703189,1.341149413747189e-13,6.394884621840902e-14,2.5757174171303632e-14,2.0
2.432810936978993,0.0422787151650299,1.2878587085651816e-13,6.039613253960852e-14,2.398081733190338e-14,2.0
2.4368122707569193,0.0422787147417063,1.2256862191861728e-13,5.773159728050814e-14,2.3092638912203256e-14,2.0
2.440813604534845,0.04227871432688346,1.1901590823981678e-13,5.5067062021407764e-14,2.1316282072803006e-14,2.0
2.444814938312771,0.0422787139203864,1.1368683772161603e-13,5.3290705182007514e-14,2.042810365310288e-14,2.0
2.448816272090697,0.04227871352204993,1.1013412404281553e-13,5.062616992290714e-14,1.9539925233402755e-14,2.0
2.452817605868623,0.04227871313170173,1.056932319443149e-13,4.973799150320701e-14,2.042810365310288e-14,2.0
2.456818939646549,0.042278712749186376,1.0125233984581428e-13,4.707345624410664e-14,1.7763568394002505e-14,2.0
2.460820273424475,0.042278712374349325,9.681144774731365e-14,4.529709940470639e-14,1.7763568394002505e-14,2.0
2.464821607202401,0.042278712007035146,9.414691248821327e-14,4.440892098500626e-14,1.7763568394002505e-14,2.0
2.468822940980327,0.042278711647099065,8.970602038971265e-14,4.1744385725905886e-14,1.687538997430238e-14,2.0
2.4728242747582527,0.042278711294388316,8.615330671091215e-14,3.9968028886505635e-14,1.509903313490213e-14,2.0
2.476825608536179,0.04227871094876523,8.348877145181177e-14,3.8191672047105385e-14,1.4210854715202004e-14,2.0
2.480826942314105,0.04227871061007704,7.904787935331115e-14,3.730349362740526e-14,1.5987211554602254e-14,2.0
2.484828276092031,0.042278710278194964,7.638334409421077e-14,3.552713678800501e-14,1.4210854715202004e-14,2.0
2.4888296098699567,0.04227870995297511,7.283063041541027e-14,3.375077994860476e-14,1.2434497875801753e-14,2.0
2.4928309436478826,0.04227870963428515,7.105427357601002e-14,3.2862601528904634e-14,1.2434497875801753e-14,2.0
2.496832277425809,0.04227870932199007,6.750155989720952e-14,3.197442310920451e-14,1.2434497875801753e-14,2.0
2.500833611203735,0.042278709015963756,6.483702463810914e-14,3.019806626980426e-14,1.0658141036401503e-14,2.0
2.5048349449816607,0.04227870871607653,6.394884621840902e-14,3.108624468950438e-14,1.1546319456101628e-14,2.0
2.5088362787595866,0.04227870842220316,6.128431095930864e-14,2.6645352591003757e-14,1.1546319456101628e-14,2.0
2.5128376125375125,0.04227870813422108,5.684341886080802e-14,2.842170943040401e-14,1.2434497875801753e-14,2.0
2.516838946315439,0.042278707852011266,5.595524044110789e-14,2.6645352591003757e-14,9.769962616701378e-15,2.0
2.5208402800933647,0.042278707575457375,5.3290705182007514e-14,2.4868995751603507e-14,1.1546319456101628e-14,2.0
2.5248416138712906,0.04227870730444394,5.1514348342607263e-14,2.398081733190338e-14,8.881784197001252e-15,2.0
2.5288429476492165,0.0422787070388555,4.973799150320701e-14,2.3092638912203256e-14,1.0658141036401503e-14,2.0
2.5328442814271424,0.042278706778584585,4.618527782440651e-14,2.1316282072803006e-14,8.881784197001252e-15,2.0
2.5368456152050687,0.04227870652352639,4.440892098500626e-14,2.1316282072803006e-14,9.769962616701378e-15,2.0
2.5408469489829946,0.04227870627357877,4.440892098500626e-14,2.042810365310288e-14,7.105427357601002e-15,2.0
2.5448482827609205,0.04227870602863959,4.1744385725905886e-14,1.9539925233402755e-14,5.329070518200751e-15,2.0
2.5488496165388463,0.04227870578860937,4.1744385725905886e-14,1.9539925233402755e-14,7.105427357601002e-15,2.0
2.5528509503167722,0.04227870555339219,3.907985046680551e-14,1.687538997430238e-14,7.993605777301127e-15,2.0
2.5568522840946986,0.04227870532289213,3.730349362740526e-14,1.687538997430238e-14,7.993605777301127e-15,2.0
2.5608536178726244,0.04227870509701237,3.6415315207705135e-14,1.687538997430238e-14,6.217248937900877e-15,2.0
2.5648549516505503,0.04227870487566321,3.2862601528904634e-14,1.509903313490213e-14,6.217248937900877e-15,2.0
2.568856285428476,0.0422787046587505,3.375077994860476e-14,1.5987211554602254e-14,5.329070518200751e-15,2.0
2.572857619206402,0.04227870444618542,3.197442310920451e-14,1.4210854715202004e-14,3.552713678800501e-15,2.0
2.5768589529843284,0.042278704237881826,2.930988785010413e-14,1.3322676295501878e-14,5.329070518200751e-15,2.0
2.5808602867622543,0.04227870403375,2.7533531010703882e-14,1.3322676295501878e-14,5.329070518200751e-15,2.0
2.58486162054018,0.04227870383371091,2.842170943040401e-14,1.4210854715202004e-14,7.105427357601002e-15,2.0
2.588862954318106,0.04227870363767572,2.6645352591003757e-14,1.2434497875801753e-14,3.552713678800501e-15,2.0
2.592864288096032,0.0422787034455645,2.4868995751603507e-14,1.2434497875801753e-14,5.329070518200751e-15,2.0
2.5968656218739583,0.04227870325729732,2.398081733190338e-14,1.0658141036401503e-14,3.552713678800501e-15,2.0
2.600866955651884,0.042278703072798685,2.3092638912203256e-14,1.0658141036401503e-14,5.329070518200751e-15,2.0
2.60486828942981,0.04227870289198776,2.398081733190338e-14,1.1546319456101628e-14,4.440892098500626e-15,2.0
2.608869623207736,0.042278702714792615,2.220446049250313e-14,8.881784197001252e-15,2.6645352591003757e-15,2.0
2.612870956985662,0.04227870254113686,2.042810365310288e-14,9.769962616701378e-15,4.440892098500626e-15,2.0
2.616872290763588,0.042278702370951216,2.1316282072803006e-14,9.769962616701378e-15,1.7763568394002505e-15,2.0
2.620873624541514,0.042278702204167296,2.042810365310288e-14,8.881784197001252e-15,4.440892098500626e-15,2.0
2.62487495831944,0.0422787020407176,1.9539925233402755e-14,7.993605777301127e-15,2.6645352591003757e-15,2.0
2.628876292097366,0.04227870188053906,1.7763568394002505e-14,8.881784197001252e-15,4.440892098500626e-15,2.0
2.6328776258752917,0.04227870172356418,1.7763568394002505e-14,7.993605777301127e-15,2.6645352591003757e-15,2.0
2.636878959653218,0.042278701569734345,1.687538997430238e-14,7.993605777301127e-15,2.6645352591003757e-15,2.0
2.640880293431144,0.042278701418982045,1.509903313490213e-14,7.105427357601002e-15,2.6645352591003757e-15,2.0
2.64488162720907,0.04227870127124955,1.509903313490213e-14,6.217248937900877e-15,2.6645352591003757e-15,2.0
2.6488829609869957,0.042278701126474694,1.5987211554602254e-14,7.993605777301127e-15,2.6645352591003757e-15,2.0
2.6528842947649216,0.04227870098459885,1.3322676295501878e-14,6.217248937900877e-15,2.6645352591003757e-15,2.0
2.656885628542848,0.04227870084556251,1.3322676295501878e-14,6.217248937900877e-15,3.552713678800501e-15,2.0
2.660886962320774,0.0422787007093115,1.3322676295501878e-14,6.217248937900877e-15,2.6645352591003757e-15,2.0
2.6648882960986997,0.04227870057578631,1.2434497875801753e-14,6.217248937900877e-15,1.7763568394002505e-15,2.0
2.6688896298766256,0.042278700444930095,1.2434497875801753e-14,6.217248937900877e-15,3.552713678800501e-15,2.0
2.6728909636545515,0.042278700316694895,1.0658141036401503e-14,5.329070518200751e-15,3.552713678800501e-15,2.0
2.676892297432478,0.04227870019102298,1.0658141036401503e-14,5.329070518200751e-15,1.7763568394002505e-15,2.0
2.6808936312104037,0.04227870006786372,1.0658141036401503e-14,5.329070518200751e-15,2.6645352591003757e-15,2.0
2.6848949649883296,0.04227869994716471,1.0658141036401503e-14,4.440892098500626e-15,3.552713678800501e-15,2.0
2.6888962987662555,0.042278699828874444,8.881784197001252e-15,4.440892098500626e-15,1.7763568394002505e-15,2.0
2.6928976325441814,0.04227869971294851,1.0658141036401503e-14,4.440892098500626e-15,1.7763568394002505e-15,2.0
2.6968989663221077,0.04227869959933539,8.881784197001252e-15,2.6645352591003757e-15,8.881784197001252e-16,2.0
2.7009003001000336,0.042278699487988014,8.881784197001252e-15,3.552713678800501e-15,8.881784197001252e-16,2.0
2.7049016338779595,0.04227869937885931,8.881784197001252e-15,3.552713678800501e-15,3.552713678800501e-15,2.0
2.7089029676558853,0.04227869927190753,8.881784197001252e-15,3.552713678800501e-15,0.0,2.0
2.7129043014338112,0.04227869916709004,7.993605777301127e-15,2.6645352591003757e-15,1.7763568394002505e-15,2.0
2.7169056352117376,0.04227869906436421,7.993605777301127e-15,4.440892098500626e-15,0.0,2.0
2.7209069689896634,0.04227869896369185,6.217248937900877e-15,2.6645352591003757e-15,8.881784197001252e-16,2.0
2.7249083027675893,0.04227869886503033,7.993605777301127e-15,3.552713678800501e-15,8.881784197001252e-16,2.0
2.728909636545515,0.04227869876834234,6.217248937900877e-15,2.6645352591003757e-15,8.881784197001252e-16,2.0
