T_ramp,K,L_max_ramp,t_peak_ramp,L_max_post,t_peak_post,L_max_full,t_peak_full,t_peak_full_over_Tramp,peak_location,refine_t,refine_L,refine_vs_coarse_diff
0.002,1,0.04248546590295721,0.002,0.07887219835719161,0.07006806806806806,0.07887219835719161,0.07006806806806806,35.03403403403403,post-ramp,nan,nan,nan
0.002,2,1.0284407683691654e-05,0.002,0.026436240443685755,0.07006806806806806,0.026436240443685755,0.07006806806806806,35.03403403403403,post-ramp,nan,nan,nan
0.002,3,1.950439809661475e-11,0.002,4.2202126229184955e-05,0.1021001001001001,4.2202126229184955e-05,0.1021001001001001,51.05005005005005,post-ramp,0.10485604004004004,4.221731446119037e-05,1.5188232005414193e-08
0.002,4,7.58593188265877e-12,0.002,1.6387878026158376e-05,0.1021001001001001,1.6387878026158376e-05,0.1021001001001001,51.05005005005005,post-ramp,nan,nan,nan
0.00208593,1,0.042494762219857485,0.00208593,0.07884699175643028,0.07015399806806806,0.07884699175643028,0.07015399806806806,33.632000147688586,post-ramp,nan,nan,nan
0.00208593,2,1.1182002809029257e-05,0.00208593,0.026414411771445323,0.07015399806806806,0.026414411771445323,0.07015399806806806,33.632000147688586,post-ramp,nan,nan,nan
0.00208593,3,2.3037571850181848e-11,0.00208593,4.22034353091405e-05,0.10218603010010009,4.22034353091405e-05,0.10218603010010009,48.98823551130675,post-ramp,0.10489109948004002,4.22174530969599e-05,1.4017787819398109e-08
0.00208593,4,8.959055719515163e-12,0.00208593,1.6388373714093518e-05,0.10218603010010009,1.6388373714093518e-05,0.10218603010010009,48.98823551130675,post-ramp,nan,nan,nan
0.00235785,1,0.04252440059299101,0.00235785,0.07876737769978792,0.07042591806806806,0.07876737769978792,0.07042591806806806,29.868701600215477,post-ramp,nan,nan,nan
0.00235785,2,1.4266665951723212e-05,0.00235785,0.02634547456377323,0.07042591806806806,0.02634547456377323,0.07042591806806806,29.868701600215477,post-ramp,nan,nan,nan
0.00235785,3,3.7402969610411674e-11,0.00235785,4.220734182158736e-05,0.10245795010010009,4.220734182158736e-05,0.10245795010010009,43.45397294149335,post-ramp,0.10500204284004003,4.2217879024697424e-05,1.0537203110061455e-08
0.00235785,4,1.454480980100925e-11,0.00235785,1.638985069796206e-05,0.10245795010010009,1.638985069796206e-05,0.10245795010010009,43.45397294149335,post-ramp,nan,nan,nan
0.00266522,1,0.04255830529854521,0.00266522,0.07867765930372084,0.07073328806806806,0.07867765930372084,0.07073328806806806,26.539380639522463,post-ramp,nan,nan,nan
0.00266522,2,1.81988759777596e-05,0.00266522,0.02626780231697179,0.07073328806806806,0.02626780231697179,0.07073328806806806,26.539380639522463,post-ramp,nan,nan,nan
0.00266522,3,6.067502056339436e-11,0.00266522,4.221132647064252e-05,0.10276532010010009,4.221132647064252e-05,0.10276532010010009,38.557912705180094,post-ramp,0.10512744980004003,4.221833704409761e-05,7.010573455090707e-09
0.00266522,4,2.3595347897753527e-11,0.00266522,1.6391352889222333e-05,0.10276532010010009,1.6391352889222333e-05,0.10276532010010009,38.557912705180094,post-ramp,nan,nan,nan
0.00301266,1,0.04259714131806014,0.00301266,0.07857659477901802,0.07108072806806806,0.07857659477901802,0.07108072806806806,23.594009303428884,post-ramp,nan,nan,nan
0.00301266,2,2.320997728055829e-05,0.00301266,0.0261803254796682,0.07108072806806806,0.0261803254796682,0.07108072806806806,23.594009303428884,post-ramp,nan,nan,nan
0.00301266,3,9.834622005655547e-11,0.00301266,4.221528088610427e-05,0.10311276010010009,4.221528088610427e-05,0.10311276010010009,34.22648426974836,post-ramp,0.10526920532004005,4.221882473665062e-05,3.5438505463503134e-09
0.00301266,4,3.824585093070709e-11,0.00301266,1.6392837573597774e-05,0.10311276010010009,1.6392837573597774e-05,0.10311276010010009,34.22648426974836,post-ramp,nan,nan,nan
0.00340539,1,0.042641689090391566,0.00340539,0.0784628013769959,0.07147345806806805,0.0784628013769959,0.07147345806806805,20.988332633873963,post-ramp,nan,nan,nan
0.00340539,2,2.9593755773937858e-05,0.00340539,0.026081854211582822,0.07147345806806805,0.026081854211582822,0.07147345806806805,20.988332633873963,post-ramp,nan,nan,nan
0.00340539,3,1.5926282515010826e-10,0.00340539,4.221905019452521e-05,0.10350549010010009,4.221905019452521e-05,0.10350549010010009,30.394606814520536,post-ramp,0.10542943916004005,4.221933750514495e-05,2.873106197398556e-10
0.00340539,4,6.193623391936853e-11,0.00340539,1.639424388510946e-05,0.10350549010010009,1.639424388510946e-05,0.10350549010010009,30.394606814520536,post-ramp,nan,nan,nan
0.00384932,1,0.042692868440135534,0.00384932,0.07833473898654297,0.07191738806806806,0.07833473898654297,0.07191738806806806,18.683140936079116,post-ramp,nan,nan,nan
0.00384932,2,3.772322015827001e-05,0.00384932,0.025971064677634104,0.07191738806806806,0.025971064677634104,0.07191738806806806,18.683140936079116,post-ramp,nan,nan,nan
0.00384932,3,2.5763746691609413e-10,0.00384932,4.222241834295204e-05,0.1039494201001001,4.222241834295204e-05,0.1039494201001001,27.004619023645763,post-ramp,0.10561056260004004,4.221986774322062e-05,-2.5505997314212436e-09
0.00384932,4,1.0019274299111203e-10,0.00384932,1.639548712795147e-05,0.1039494201001001,1.639548712795147e-05,0.1039494201001001,27.004619023645763,post-ramp,nan,nan,nan
0.00435111,1,0.04275176269423486,0.00435111,0.07819070503021841,0.07241917806806807,0.07819070503021841,0.07241917806806807,16.643839863406825,post-ramp,nan,nan,nan
0.00435111,2,4.8070937437749706e-05,0.00435111,0.025893778952919,0.06841517406406407,0.025893778952919,0.06841517406406407,15.723613989088777,post-ramp,nan,nan,nan
0.00435111,3,4.162812317076714e-10,0.00435111,4.2225088849434655e-05,0.1044512101001001,4.2225088849434655e-05,0.1044512101001001,24.005646857951213,post-ramp,0.10581529292004004,4.222040375712055e-05,-4.685092314105077e-09
0.00435111,4,1.6188739238032213e-10,0.00435111,1.6396451280265012e-05,0.1044512101001001,1.6396451280265012e-05,0.1044512101001001,24.005646857951213,post-ramp,nan,nan,nan
0.00491832,1,0.04281965775254459,0.00491832,0.0780509324142935,0.06898238406406407,0.0780509324142935,0.06898238406406407,14.025598998044874,post-ramp,nan,nan,nan
0.00491832,2,6.12361826242136e-05,0.00491832,0.02605232429517912,0.06898238406406407,0.02605232429517912,0.06898238406406407,14.025598998044874,post-ramp,nan,nan,nan
0.00491832,3,6.71710687072391e-10,0.00491832,4.222666076625359e-05,0.1050184201001001,4.222666076625359e-05,0.1050184201001001,21.352498434445113,post-ramp,0.10604671460004002,4.222092837036229e-05,-5.732395891300257e-09
0.00491832,4,2.6122126683958413e-10,0.00491832,1.639697965938325e-05,0.1050184201001001,1.639697965938325e-05,0.1050184201001001,21.352498434445113,post-ramp,nan,nan,nan
0.005,1,0.042829549672875444,0.005,0.07807787944099065,0.06906406406406407,0.07807787944099065,0.06906406406406407,13.812812812812814,post-ramp,nan,nan,nan
0.005,2,6.325958331032666e-05,0.005,0.026075151014874898,0.06906406406406407,0.026075151014874898,0.06906406406406407,13.812812812812814,post-ramp,nan,nan,nan
0.005,3,7.162510584635129e-10,0.005,4.222676103715628e-05,0.1051001001001001,4.222676103715628e-05,0.1051001001001001,21.02002002002002,post-ramp,0.10608004004004004,4.222099678941049e-05,-5.764247745787543e-09
0.005,4,2.7854163420215627e-10,0.005,1.6397006812773895e-05,0.1051001001001001,1.6397006812773895e-05,0.1051001001001001,21.02002002002002,post-ramp,nan,nan,nan
0.00555948,1,0.04289807750591379,0.00555948,0.07826237115044599,0.06962354406406407,0.07826237115044599,0.06962354406406407,12.523391407841032,post-ramp,nan,nan,nan
0.00555948,2,7.797693302968867e-05,0.00555948,0.026231475849788133,0.06962354406406407,0.026231475849788133,0.06962354406406407,12.523391407841032,post-ramp,nan,nan,nan
0.00555948,3,1.0822374107988253e-09,0.00555948,4.222659717534327e-05,0.1056595801001001,4.222659717534327e-05,0.1056595801001001,19.005299074751612,post-ramp,0.10630830788004006,4.222141704435245e-05,-5.180130990822818e-09
0.00555948,4,4.2086956142384224e-10,0.00555948,1.6396862672962698e-05,0.1056595801001001,1.6396862672962698e-05,0.1056595801001001,19.005299074751612,post-ramp,nan,nan,nan
0.00628421,1,0.0429888316831466,0.00628421,0.07850112810490817,0.07034827406406406,0.07850112810490817,0.07034827406406406,11.194449909227105,post-ramp,nan,nan,nan
0.00628421,2,9.925036277280697e-05,0.00628421,0.02643389089298065,0.07034827406406406,0.02643389089298065,0.07034827406406406,11.194449909227105,post-ramp,nan,nan,nan
0.00628421,3,1.7406724950319585e-09,0.00628421,4.222418576294018e-05,0.10638431010010009,4.222418576294018e-05,0.10638431010010009,16.92882798316735,post-ramp,0.10660399772004003,4.222183544211333e-05,-2.3503208268493836e-09
0.00628421,4,6.769287352881292e-10,0.00628421,1.6395822520998138e-05,0.10638431010010009,1.6395822520998138e-05,0.10638431010010009,16.92882798316735,post-ramp,nan,nan,nan
0.00710342,1,0.04309408212390764,0.00710342,0.07877069570553008,0.07116748406406406,0.07877069570553008,0.07116748406406406,10.018763365261249,post-ramp,nan,nan,nan
0.00710342,2,0.00012626529340753478,0.00710342,0.026662574314483045,0.07116748406406406,0.026662574314483045,0.07116748406406406,10.018763365261249,post-ramp,nan,nan,nan
0.00710342,3,2.7943078961811807e-09,0.00710342,4.221848837460129e-05,0.10720352010010009,4.221848837460129e-05,0.10720352010010009,15.091817758220701,post-ramp,0.10693823540004004,4.2222136346303785e-05,3.647971702491759e-09
0.00710342,4,1.0866738620052274e-09,0.00710342,1.6393493588395813e-05,0.10720352010010009,1.6393493588395813e-05,0.10720352010010009,15.091817758220701,post-ramp,nan,nan,nan
0.00802942,1,0.04321640810762961,0.00802942,0.07907499081391478,0.07209348406406406,0.07907499081391478,0.07209348406406406,8.978666462093658,post-ramp,nan,nan,nan
0.00802942,2,0.00016054386745878446,0.00802942,0.02692090424791882,0.07209348406406406,0.02692090424791882,0.07209348406406406,8.978666462093658,post-ramp,nan,nan,nan
0.00802942,3,4.475934289871475e-09,0.00802942,4.2208277480249023e-05,0.10812952010010009,4.2208277480249023e-05,0.10812952010010009,13.46666634702134,post-ramp,0.10731604340004003,4.222225514460831e-05,1.3977664359288156e-08
0.00802942,4,1.7406405206088493e-09,0.00802942,1.6389397782035076e-05,0.10812952010010009,1.6389397782035076e-05,0.10812952010010009,13.46666634702134,post-ramp,nan,nan,nan
0.00907613,1,0.043358896314598105,0.00907613,0.07916168780183153,0.07314019406406407,0.07916168780183153,0.07314019406406407,8.058522086402913,post-ramp,nan,nan,nan
0.00907613,2,0.00020400018206157,0.00907613,0.026686598618129942,0.07314019406406407,0.026686598618129942,0.07314019406406407,8.058522086402913,post-ramp,nan,nan,nan
0.00907613,3,7.1519439259759565e-09,0.00907613,4.219195603294423e-05,0.1091762301001001,4.219195603294423e-05,0.1091762301001001,12.02894076000455,post-ramp,0.10774310108004004,4.222210391269243e-05,3.01478797481991e-08
0.00907613,4,2.781310293187289e-09,0.00907613,1.6382913416101985e-05,0.1091762301001001,1.6382913416101985e-05,0.1091762301001001,12.02894076000455,post-ramp,nan,nan,nan
0.01,1,0.04348831576533385,0.01,0.07889172512906661,0.07406406406406406,0.07889172512906661,0.07406406406406406,7.406406406406406,post-ramp,nan,nan,nan
0.01,2,0.00024644373565596567,0.01,0.026452654317208335,0.07406406406406406,0.026452654317208335,0.07406406406406406,7.406406406406406,post-ramp,nan,nan,nan
0.01,3,1.0341813627690044e-08,0.01,4.219649101688816e-05,0.10609609609609609,4.219649101688816e-05,0.10609609609609609,10.609609609609608,post-ramp,0.10651843843843845,4.2208100979657104e-05,1.160996276894366e-08
0.01,4,4.021813104770899e-09,0.01,1.6385697175103076e-05,0.10609609609609609,1.6385697175103076e-05,0.10609609609609609,10.609609609609608,post-ramp,nan,nan,nan
0.01025929,1,0.04352524558102733,0.01025929,0.07879759152768706,0.07435543421632448,0.07879759152768706,0.07435543421632448,7.247619885618252,post-ramp,nan,nan,nan
0.01025929,2,0.00025903618591627264,0.01025929,0.02637111861703012,0.07435543421632448,0.02637111861703012,0.07435543421632448,7.247619885618252,post-ramp,nan,nan,nan
0.01025929,3,1.1396165788823964e-08,0.01025929,4.2201481023518284e-05,0.10640350632448672,4.2201481023518284e-05,0.10640350632448672,10.371429828427377,post-ramp,0.1066434768497947,4.2207685569728426e-05,6.2045462101423254e-09
0.01025929,4,4.431836231333364e-09,0.01025929,1.6387582837396053e-05,0.10640350632448672,1.6387582837396053e-05,0.10640350632448672,10.371429828427377,post-ramp,nan,nan,nan
0.01159669,1,0.04371989133736953,0.01159669,0.07841267299245303,0.07569283421632447,0.07841267299245303,0.07569283421632447,6.527106805159444,post-ramp,nan,nan,nan
0.01159669,2,0.00032865843706719744,0.01159669,0.02603785956988869,0.07569283421632447,0.02603785956988869,0.07569283421632447,6.527106805159444,post-ramp,nan,nan,nan
0.01159669,3,1.8102280563425666e-08,0.01159669,4.221436134432821e-05,0.10774090632448671,4.221436134432821e-05,0.10774090632448671,9.290660207739167,post-ramp,0.10718913604979469,4.220291788303854e-05,-1.1443461289672996e-08
0.01159669,4,7.039764327032572e-09,0.01159669,1.6392390268293866e-05,0.10774090632448671,1.6392390268293866e-05,0.10774090632448671,9.290660207739167,post-ramp,nan,nan,nan
0.01310844,1,0.043948155229120545,0.01310844,0.07810998080998033,0.0731985752028042,0.07810998080998033,0.0731985752028042,5.584079814440483,post-ramp,nan,nan,nan
0.01310844,2,0.0004166201457707075,0.01310844,0.026101520793663013,0.0731985752028042,0.026101520793663013,0.0731985752028042,5.584079814440483,post-ramp,nan,nan,nan
0.01310844,3,2.8653219352747783e-08,0.01310844,4.221860378272879e-05,0.10925265632448672,4.221860378272879e-05,0.10925265632448672,8.334527703104772,post-ramp,0.10780593004979469,4.2196897025448266e-05,-2.170675728052629e-08
0.01310844,4,1.1142890166127017e-08,0.01310844,1.6393820374105417e-05,0.10925265632448672,1.6393820374105417e-05,0.10925265632448672,8.334527703104772,post-ramp,nan,nan,nan
0.01481725,1,0.04421641810235677,0.01481725,0.07868890003335238,0.07493749048096192,0.07868890003335238,0.07493749048096192,5.0574492892380105,post-ramp,nan,nan,nan
0.01481725,2,0.0005275904799519893,0.01481725,0.026592201639615176,0.07493749048096192,0.026592201639615176,0.07493749048096192,5.0574492892380105,post-ramp,nan,nan,nan
0.01481725,3,4.5173156770772493e-08,0.01481725,4.220967001167253e-05,0.11100963476953907,4.220967001167253e-05,0.11100963476953907,7.4919188627808175,post-ramp,0.10852239190781562,4.2189880572252036e-05,-1.9789439420492272e-08
0.01481725,4,1.7567278298713518e-08,0.01481725,1.6390094938145694e-05,0.11100963476953907,1.6390094938145694e-05,0.11100963476953907,7.4919188627808175,post-ramp,nan,nan,nan
0.01674882,1,0.044532334203823964,0.01674882,0.07926127922312443,0.07686906048096193,0.07926127922312443,0.07686906048096193,4.5895209621311785,post-ramp,nan,nan,nan
0.01674882,2,0.0006673609996479257,0.01674882,0.026771898660284066,0.07686906048096193,0.026771898660284066,0.07686906048096193,4.5895209621311785,post-ramp,nan,nan,nan
0.01674882,3,7.08980669728021e-08,0.01674882,4.218312454185025e-05,0.11294120476953906,4.218312454185025e-05,0.11294120476953906,6.743233539409884,post-ramp,0.10931047246781561,4.21802738639343e-05,-2.8506779159442885e-09
0.01674882,4,2.7571335436959998e-08,0.01674882,1.6379517212783412e-05,0.11294120476953906,1.6379517212783412e-05,0.11294120476953906,6.743233539409884,post-ramp,nan,nan,nan
0.0189322,1,0.044905067101565166,0.0189322,0.07861377925122959,0.07908257593984962,0.07861377925122959,0.07908257593984962,4.177146657010258,post-ramp,nan,nan,nan
0.0189322,2,0.0008430842653632808,0.0189322,0.02621073435910226,0.07908257593984962,0.02621073435910226,0.07908257593984962,4.177146657010258,post-ramp,nan,nan,nan
0.0189322,3,1.1070998962026124e-07,0.0189322,4.2196394160143313e-05,0.11116277644110276,4.2196394160143313e-05,0.11116277644110276,5.871624874082397,post-ramp,0.11314225851712614,4.220028144619192e-05,3.88728604860944e-09
0.0189322,4,4.305358558553962e-08,0.0189322,1.63854995056667e-05,0.11116277644110276,1.63854995056667e-05,0.11116277644110276,5.871624874082397,post-ramp,nan,nan,nan
0.02,1,0.04509320323999155,0.02,0.07831105268571736,0.08015037593984962,0.07831105268571736,0.08015037593984962,4.007518796992481,post-ramp,nan,nan,nan
0.02,2,0.0009356784642111649,0.02,0.025948636620651833,0.08015037593984962,0.025948636620651833,0.08015037593984962,4.007518796992481,post-ramp,nan,nan,nan
0.02,3,1.34917050864658e-07,0.02,4.220204827909413e-05,0.11223057644110276,4.220204827909413e-05,0.11223057644110276,5.6115288220551385,post-ramp,0.11359607351712617,4.2199026411893215e-05,-3.02186720091413e-09
0.02,4,5.2467314937132414e-08,0.02,1.6387541938556183e-05,0.11223057644110276,1.6387541938556183e-05,0.11223057644110276,5.6115288220551385,post-ramp,nan,nan,nan
0.02140019,1,0.0453455565426113,0.02140019,0.07819869802611823,0.07754054087719298,0.07819869802611823,0.07754054087719298,3.6233575906191944,post-ramp,nan,nan,nan
0.02140019,2,0.0010635490171369,0.02140019,0.02617511958321117,0.07754054087719298,0.02617511958321117,0.07754054087719298,3.6233575906191944,post-ramp,nan,nan,nan
0.02140019,3,1.7189164402964252e-07,0.02140019,4.220124124110214e-05,0.11363076644110276,4.220124124110214e-05,0.11363076644110276,5.309801756017248,post-ramp,0.11419115426712614,4.2196955083895205e-05,-4.286157206934149e-09
0.02140019,4,6.684609399343344e-08,0.02140019,1.6387029577735746e-05,0.11363076644110276,1.6387029577735746e-05,0.11363076644110276,5.309801756017248,post-ramp,nan,nan,nan
0.02418992,1,0.04586683961427607,0.02418992,0.0791223253870923,0.08035842551654965,0.0791223253870923,0.08035842551654965,3.3219797964007176,post-ramp,nan,nan,nan
0.02418992,2,0.0013395051527371749,0.02418992,0.026937670787494206,0.08035842551654965,0.026937670787494206,0.08035842551654965,3.3219797964007176,post-ramp,nan,nan,nan
0.02418992,3,2.651697794675556e-07,0.02418992,4.217092400526923e-05,0.11646675049147442,4.217092400526923e-05,0.11646675049147442,4.814681094086893,post-ramp,0.11539606203811435,4.21911908778938e-05,2.0266872624574717e-08
0.02418992,4,1.0312016485158892e-07,0.02418992,1.6374854271639094e-05,0.11646675049147442,1.6374854271639094e-05,0.11646675049147442,4.814681094086893,post-ramp,nan,nan,nan
0.02734331,1,0.04648436729728278,0.02734331,0.0785353237435844,0.083539998409433,0.0785353237435844,0.083539998409433,3.055226247642769,post-ramp,nan,nan,nan
0.02734331,2,0.0016840091356904452,0.02734331,0.02614093112755178,0.083539998409433,0.02614093112755178,0.083539998409433,3.055226247642769,post-ramp,nan,nan,nan
0.02734331,3,4.061036591451739e-07,0.02734331,4.2176679423633345e-05,0.11565239178625188,4.2176679423633345e-05,0.11565239178625188,4.22964124629578,post-ramp,0.1150830241609383,4.216480418239854e-05,-1.1875241234804434e-08
0.02734331,4,1.579261681428079e-07,0.02734331,1.6377785287069457e-05,0.11565239178625188,1.6377785287069457e-05,0.11565239178625188,4.22964124629578,post-ramp,nan,nan,nan
0.03090778,1,0.04721637049146743,0.03090778,0.07867150158830682,0.08311661534136545,0.07867150158830682,0.08311661534136545,2.6891810198391943,post-ramp,nan,nan,nan
0.03090778,2,0.002112814069393565,0.03090778,0.026573435229120257,0.08311661534136545,0.026573435229120257,0.08311661534136545,2.6891810198391943,post-ramp,nan,nan,nan
0.03090778,3,6.168688493346508e-07,0.03090778,4.216083636787715e-05,0.11926119365461846,4.216083636787715e-05,0.11926119365461846,3.858614033574021,post-ramp,0.11661639552275767,4.21437991304785e-05,-1.7037237398653815e-08
0.03090778,4,2.3988702935184847e-07,0.03090778,1.6371120364233605e-05,0.11926119365461846,1.6371120364233605e-05,0.11926119365461846,3.858614033574021,post-ramp,nan,nan,nan
0.03493691,1,0.048084200685812206,0.03493691,0.07871429684463216,0.08717196775991964,0.07871429684463216,0.08717196775991964,2.4951252918452043,post-ramp,nan,nan,nan
0.03493691,2,0.0026447597777039533,0.03493691,0.0262935449999242,0.08717196775991964,0.0262935449999242,0.08717196775991964,2.4951252918452043,post-ramp,nan,nan,nan
0.03493691,3,9.284087063576862e-07,0.03493691,4.2142780882770126e-05,0.11931661868910097,4.2142780882770126e-05,0.11931661868910097,3.4152023945191767,post-ramp,0.1213399879852771,4.2142377349563276e-05,-4.035332068497155e-10
0.03493691,4,3.6103445744117835e-07,0.03493691,1.6364689440884206e-05,0.11931661868910097,1.6364689440884206e-05,0.11931661868910097,3.4152023945191767,post-ramp,nan,nan,nan
0.03949128,1,0.04911265755117267,0.03949128,0.07879870649341925,0.08773248603015076,0.07879870649341925,0.08773248603015076,2.221566027491405,post-ramp,nan,nan,nan
0.03949128,2,0.003302159076949529,0.03949128,0.026678220472543757,0.08773248603015076,0.026678220472543757,0.08773248603015076,2.221566027491405,post-ramp,nan,nan,nan
0.03949128,3,1.3828227922729752e-06,0.03949128,4.211353859862044e-05,0.12391339055276382,4.211353859862044e-05,0.12391339055276382,3.1377405481099583,post-ramp,0.12337139366619768,4.212371275702509e-05,1.017415840465219e-08
0.03949128,4,5.377369678427613e-07,0.03949128,1.6352689478082993e-05,0.12391339055276382,1.6352689478082993e-05,0.12391339055276382,3.1377405481099583,post-ramp,nan,nan,nan
0.04463936,1,0.0503302312404692,0.04463936,0.07833549457837563,0.09290482003016591,0.07833549457837563,0.09290482003016591,2.0812310039876447,post-ramp,nan,nan,nan
0.04463936,2,0.004111123528919514,0.04463936,0.02596219212658646,0.09290482003016591,0.02596219212658646,0.09290482003016591,2.0812310039876447,post-ramp,nan,nan,nan
0.04463936,3,2.0356348073846675e-06,0.04463936,4.2098486754404973e-05,0.12508179338360986,4.2098486754404973e-05,0.12508179338360986,2.802051673312741,post-ramp,0.12392231825289761,4.208300166386181e-05,-1.5485090543165825e-08
0.04463936,4,7.915803950098166e-07,0.04463936,1.6347271063921198e-05,0.12508179338360986,1.6347271063921198e-05,0.12508179338360986,2.802051673312741,post-ramp,nan,nan,nan
0.05,1,0.05165359855886731,0.05,0.07919730668883052,0.09426559356136821,0.07919730668883052,0.09426559356136821,1.8853118712273642,post-ramp,nan,nan,nan
0.05,2,0.005020977157790263,0.05,0.026705905157722754,0.09426559356136821,0.026705905157722754,0.09426559356136821,1.8853118712273642,post-ramp,nan,nan,nan
0.05,3,2.87753538064095e-06,0.05,4.2041834291239866e-05,0.12645875251509053,4.2041834291239866e-05,0.12645875251509053,2.5291750503018107,post-ramp,0.12935643863179075,4.204393595141909e-05,2.1016601792211986e-09
0.05,4,1.1189374253817164e-06,0.05,1.63256786640531e-05,0.12645875251509053,1.63256786640531e-05,0.12645875251509053,2.5291750503018107,post-ramp,nan,nan,nan
0.05045854,1,0.051769211739608245,0.05045854,0.0790562635301999,0.09474641116255661,0.0790562635301999,0.09474641116255661,1.8777081374640765,post-ramp,nan,nan,nan
