candidate_id,snapshot_id,candidate_source,node_ids,boundary_ids,C_internal,G_internal,L_blanket,D_local,external_entropy,directional_contrast,structural_shell_size,boundary_budget,boundary_size,is_pareto
seed2__no_control__fE1.00__t20__c00000,seed2__no_control__fE1.00__t20,seed_reference_I0,7|8|9|16|17|18|19|26|27|28|29|36|37|38|39|47|48|49|58|59,5|6|15|25|35|45|46|56|57|67|68|69,0.9,0.2025800305762981,0.0,0.05189916032131552,-0.0,0.0,12,12,12,False
seed2__no_control__fE1.00__t20__c00001,seed2__no_control__fE1.00__t20,region_growing,14|18|24|25|26|27|28|35|36|46|47|54|57|58|59|65|66|68|76|87,7|15|16|17|37|38|39|48|49|67|69|79,1.0,0.04032778068323466,-0.00034540168257401473,0.0,-0.0,0.0,41,12,12,False
seed2__no_control__fE1.00__t20__c00002,seed2__no_control__fE1.00__t20,mcmc_swap,13|15|16|19|24|26|27|29|31|33|34|38|42|43|44|52|54|62|64|73,5|6|7|17|18|25|28|36|37|39|48|49,1.0,0.01599218698602329,4.416804978900285e-05,0.0,-0.0,0.0,43,12,12,False
seed2__no_control__fE1.00__t20__c00003,seed2__no_control__fE1.00__t20,mcmc_swap,1|11|20|24|31|34|36|40|42|43|44|45|46|50|54|63|74|84|93|94,0|2|10|12|25|26|27|35|37|47|56|57,1.0,0.0006402988797514922,-2.165848228975996e-05,0.0,-0.0,0.0,39,12,12,False
seed2__no_control__fE1.00__t20__c00004,seed2__no_control__fE1.00__t20,spectral_resized,8|18|26|27|28|35|36|39|44|47|55|56|58|59|65|66|67|68|75|85,7|16|17|25|37|38|46|48|49|57|69|79,0.95,0.031676883926337655,-0.00036500113077869554,0.025462452938692228,-0.0,0.0,33,12,12,False
seed2__no_control__fE1.00__t20__c00005,seed2__no_control__fE1.00__t20,perturb_I0,7|8|9|17|18|19|26|27|28|29|36|37|38|39|47|48|55|56|58|68,6|15|16|25|35|46|49|57|59|67|69|79,0.9,0.1286270537087626,-0.00032535335184827075,0.05189916032131552,-0.0,0.0,20,12,12,False
seed2__no_control__fE1.00__t20__c00006,seed2__no_control__fE1.00__t20,mcmc_swap,4|13|15|23|26|31|36|37|40|42|44|46|47|53|55|56|58|67|77|87,5|16|25|27|35|38|48|57|59|69|78|97,1.0,0.02875980783361664,5.461123101526545e-05,0.02422846635142337,0.13809771382396954,0.0,46,12,12,False
seed2__no_control__fE1.00__t20__c00007,seed2__no_control__fE1.00__t20,region_growing,28|39|47|48|49|59|64|66|67|69|75|76|78|79|84|87|89|96|97|98,17|27|29|36|37|38|46|57|58|68|88|99,1.0,0.027954511280582562,2.791355855384602e-05,0.061477271628927875,0.2612796872684704,0.0,29,12,12,False
seed2__no_control__fE1.00__t20__c00008,seed2__no_control__fE1.00__t20,spectral_resized,14|25|35|36|37|44|46|47|49|55|56|58|65|67|72|73|74|76|81|85,15|16|26|27|28|38|39|48|57|59|68|69,1.0,0.01779521321513236,-1.7381615764829224e-05,0.0,-0.0,0.0,46,12,12,False
seed2__no_control__fE1.00__t20__c00009,seed2__no_control__fE1.00__t20,perturb_I0,7|8|9|15|16|17|19|26|27|28|29|36|38|39|46|47|48|49|58|59,4|5|6|18|24|25|35|37|56|57|68|69,0.9,0.13812111841523123,-3.432136393758459e-05,0.05189916032131552,-0.0,0.0,16,12,12,False
