candidate_id,snapshot_id,candidate_source,node_ids,boundary_ids,C_internal,G_internal,L_blanket,D_local,external_entropy,directional_contrast,structural_shell_size,boundary_budget,boundary_size,is_pareto
seed2__disordered__fE1.00__t20__c00000,seed2__disordered__fE1.00__t20,seed_reference_I0,7|8|9|16|17|18|19|26|27|28|29|36|37|38|39|47|48|49|58|59,5|6|15|25|35|45|46|56|57|67|68|69,1.0,0.13675676582143262,0.0,0.5715616860768334,0.9938866857439921,0.5,12,12,12,True
seed2__disordered__fE1.00__t20__c00001,seed2__disordered__fE1.00__t20,mcmc_swap,27|38|44|45|46|49|52|53|56|57|59|68|69|74|78|79|85|86|87|98,17|34|37|39|48|54|55|77|88|89|96|97,0.6,0.006129934261177695,0.00037244414079642355,0.09672366834803281,0.5812816539240182,0.10000000000000003,41,12,12,False
seed2__disordered__fE1.00__t20__c00002,seed2__disordered__fE1.00__t20,region_growing,30|31|40|51|52|54|60|61|62|64|71|72|73|74|76|80|81|85|95|96,44|45|53|55|63|65|66|75|77|86|87|97,0.9,8.830351054055913e-06,3.2223699736937724e-05,0.23569860901621628,0.6910511266271551,0.21039643390540275,29,12,12,False
seed2__disordered__fE1.00__t20__c00003,seed2__disordered__fE1.00__t20,mcmc_swap,2|3|10|11|12|13|16|17|18|24|25|29|38|39|45|47|48|55|56|66,7|8|14|19|27|28|34|37|49|54|65|76,0.55,0.01233114218666915,0.0005232951730763057,0.17032379774502118,0.543156420370644,0.07663350219287685,36,12,12,False
seed2__disordered__fE1.00__t20__c00004,seed2__disordered__fE1.00__t20,region_growing,0|1|2|3|10|11|12|13|14|20|22|23|30|33|34|41|42|51|61|62,4|5|15|21|24|25|31|32|35|43|44|45,0.9,0.00019013217752099685,0.0,0.24859448544617171,0.6433463341773773,0.10191890293844874,22,12,12,False
seed2__disordered__fE1.00__t20__c00005,seed2__disordered__fE1.00__t20,perturb_I0,7|8|9|16|17|18|19|25|27|28|29|36|38|39|45|47|49|56|58|59,5|6|14|15|24|26|34|35|37|44|46|48,1.0,0.12254633919030962,0.0,0.8201119644709259,0.5194602975157967,0.5,20,12,12,False
seed2__disordered__fE1.00__t20__c00006,seed2__disordered__fE1.00__t20,mcmc_swap,10|11|12|13|21|23|24|25|31|35|42|46|56|65|66|74|75|77|78|83,14|34|54|55|64|67|68|69|76|79|87|88,0.6,0.0015399726808866371,6.571668374332875e-05,0.18594799711664656,0.4880103241183075,0.14029926969129547,48,12,12,False
seed2__disordered__fE1.00__t20__c00007,seed2__disordered__fE1.00__t20,high_coherence,43|50|53|61|62|64|65|66|72|73|74|75|77|84|85|86|87|93|95|96,54|55|56|57|63|67|68|76|78|88|97|98,0.85,0.005943343855946495,0.0,0.24051219610557334,0.610847453818164,0.16551763418877513,29,12,12,False
seed2__disordered__fE1.00__t20__c00008,seed2__disordered__fE1.00__t20,mcmc_swap,28|38|49|58|62|64|66|67|68|72|73|74|75|78|82|84|85|88|89|98,17|18|27|29|39|48|55|65|77|87|97|99,0.5,0.013165710748964088,0.0004051278537952663,0.025462452938692228,0.49900044193614973,0.0006910853337450673,37,12,12,False
seed2__disordered__fE1.00__t20__c00009,seed2__disordered__fE1.00__t20,mcmc_swap,5|16|24|27|31|32|33|34|38|41|43|45|47|55|56|58|65|68|73|74,14|17|35|37|39|44|48|49|54|64|66|76,0.45,0.003731450889019706,0.00011780322144230148,0.16452331831995004,0.4226754683112182,0.08502441157875207,50,12,12,False
seed2__disordered__fE1.00__t20__c00010,seed2__disordered__fE1.00__t20,mcmc_swap,14|24|25|35|41|42|44|46|47|48|51|53|56|58|59|61|63|70|81|91,4|13|15|23|33|34|37|38|45|49|54|55,0.5,0.0008925892387982196,4.123598419000872e-06,0.030379308572849154,0.7183332409583437,0.004503784794838317,42,12,12,False
seed2__disordered__fE1.00__t20__c00011,seed2__disordered__fE1.00__t20,mcmc_swap,29|37|38|44|45|49|53|56|57|58|59|66|68|69|78|79|85|86|87|98,18|26|27|28|39|48|55|77|88|89|96|97,0.65,0.00488758313942011,0.0012514472904789275,0.1197328469877343,0.5941881858672536,0.13075725303593716,35,12,12,False
seed2__disordered__fE1.00__t20__c00012,seed2__disordered__fE1.00__t20,region_growing,19|26|29|36|39|46|48|49|57|58|59|66|67|68|69|74|75|79|86|95,8|16|18|28|37|38|76|77|78|87|96|97,0.7,0.006332710479396911,0.0004053469440215539,0.10629293244267053,0.7466066821827106,0.06668877156291558,32,12,12,False
seed2__disordered__fE1.00__t20__c00013,seed2__disordered__fE1.00__t20,perturb_I0,7|8|9|16|17|18|19|27|28|29|36|37|38|39|45|47|48|49|58|68,5|6|15|25|26|34|35|44|54|55|56|59,1.0,0.13445985701073743,-5.847159427615628e-05,0.4803429561275889,0.7456573285181992,0.27639320225002106,19,12,12,False
seed2__disordered__fE1.00__t20__c00014,seed2__disordered__fE1.00__t20,mcmc_swap,28|38|45|46|48|55|58|62|64|66|67|68|73|75|78|84|85|88|89|98,17|18|27|29|37|39|49|65|77|87|97|99,0.55,0.012668638791946237,0.0007039533701111735,0.07168495152598528,0.5828920259075367,0.08675966396924412,40,12,12,False
seed2__disordered__fE1.00__t20__c00015,seed2__disordered__fE1.00__t20,region_growing,21|31|40|42|51|52|54|60|62|63|70|71|72|73|80|81|82|83|90|91,10|11|12|20|22|43|44|45|53|55|64|65,0.95,1.5136172846680947e-05,0.0,0.1589753313991211,0.7252337317042745,0.033052665517910695,23,12,12,False
seed2__disordered__fE1.00__t20__c00016,seed2__disordered__fE1.00__t20,mcmc_swap,28|30|35|37|40|43|44|46|47|51|52|53|57|61|66|67|69|77|78|89,17|18|26|34|38|39|48|55|76|88|98|99,0.45,0.002065266786385534,0.001076343957600765,0.06562068543627188,0.47134159462774616,0.018517990142909224,44,12,12,False
seed2__disordered__fE1.00__t20__c00017,seed2__disordered__fE1.00__t20,region_growing,48|56|59|64|66|68|73|74|75|76|77|79|82|84|86|87|88|96|97|98,37|38|49|53|55|58|65|67|69|78|89|99,0.5,0.05809384743149355,-2.4191181446804057e-05,0.061236865648819,0.6105238925898591,0.0018797059021586349,30,12,12,False
seed2__disordered__fE1.00__t20__c00018,seed2__disordered__fE1.00__t20,high_coherence,6|17|18|19|26|27|28|35|37|38|48|49|57|58|67|68|69|75|76|79,7|8|16|29|39|47|59|65|66|77|78|85,0.9,0.028445607574683146,-1.5338732166888473e-05,0.335477507392062,0.5525069985567662,0.3010823618596161,30,12,12,False
seed2__disordered__fE1.00__t20__c00019,seed2__disordered__fE1.00__t20,mcmc_swap,10|11|21|32|37|40|41|42|45|46|52|53|56|64|65|66|67|72|73|76,26|27|38|47|48|54|55|57|74|75|77|85,0.65,0.0011334801330542869,6.676877085868942e-06,0.08128376581393272,0.5850166922070227,0.0381289432141837,43,12,12,False
seed2__disordered__fE1.00__t20__c00020,seed2__disordered__fE1.00__t20,mcmc_swap,13|15|24|34|42|43|44|50|51|54|55|60|62|64|70|73|81|83|90|91,14|23|25|33|35|45|46|53|56|63|65|66,0.75,0.003502784275468813,1.9021416921614433e-05,0.16314572819532577,0.6258145836939114,0.14644660940672627,37,12,12,False
seed2__disordered__fE1.00__t20__c00021,seed2__disordered__fE1.00__t20,region_growing,14|15|23|24|25|26|28|32|33|34|35|37|38|42|43|44|45|49|57|58,4|13|16|17|18|27|29|39|47|48|54|55,0.6,0.0062404347024572464,-1.7648408037471837e-05,0.14446207200698796,0.6705485608157447,0.19604474864154375,32,12,12,False
seed2__disordered__fE1.00__t20__c00022,seed2__disordered__fE1.00__t20,perturb_I0,7|8|9|15|16|17|18|19|26|27|28|29|37|38|39|47|48|49|58|59,4|5|6|14|24|25|35|56|57|67|68|69,1.0,0.13661775508480473,-6.388368012983309e-05,0.6893917467430878,0.8891641768657057,0.5,14,12,12,False
seed2__disordered__fE1.00__t20__c00023,seed2__disordered__fE1.00__t20,high_coherence,5|6|7|8|14|15|16|17|19|26|27|35|36|37|38|39|47|48|57|67,3|4|9|13|18|23|24|28|29|49|58|59,1.0,0.0327819034337605,-1.8839328634727772e-05,0.5173990419746428,0.7054239374031817,0.31430466182294814,23,12,12,False
seed2__disordered__fE1.00__t20__c00024,seed2__disordered__fE1.00__t20,perturb_I0,5|7|8|9|15|16|17|26|27|28|29|36|37|38|39|47|48|49|58|59,4|6|14|18|19|24|25|45|56|67|68|69,1.0,0.06905541629599139,-6.162674375123815e-05,0.6893917467430878,0.8891641768657057,0.5,15,12,12,False
seed2__disordered__fE1.00__t20__c00025,seed2__disordered__fE1.00__t20,perturb_I0,7|8|9|17|18|19|26|28|29|36|37|38|39|46|47|48|49|58|59|69,6|15|16|25|27|45|55|56|67|68|78|79,1.0,0.1192646655802522,-3.373768944997186e-05,0.33824492595034883,0.8983958159908184,0.035761654557370404,14,12,12,False
seed2__disordered__fE1.00__t20__c00026,seed2__disordered__fE1.00__t20,perturb_I0,7|16|17|18|19|27|28|29|36|37|38|39|46|47|48|49|56|58|59|68,5|6|8|9|26|35|45|65|66|67|69|77,1.0,0.09153160081452968,-3.058253997488998e-05,0.3705065005495053,0.7958363892911637,0.14644660940672627,18,12,12,False
seed2__disordered__fE1.00__t20__c00027,seed2__disordered__fE1.00__t20,perturb_I0,7|8|9|14|15|16|19|25|26|27|28|29|35|36|37|38|44|47|48|59,4|5|17|18|24|34|39|45|49|54|55|58,0.95,0.03118431015937808,5.542958854871088e-05,0.6883662992450816,0.6183203709705837,0.47372058343861817,24,12,12,False
seed2__disordered__fE1.00__t20__c00028,seed2__disordered__fE1.00__t20,high_coherence,30|40|50|51|53|61|62|64|72|73|74|75|81|83|85|86|90|94|95|96,20|21|31|41|54|55|63|65|76|77|87|97,1.0,0.0034787010734201847,0.0,0.4398446563609238,0.68964024364553,0.29693076697327625,26,12,12,False
seed2__disordered__fE1.00__t20__c00029,seed2__disordered__fE1.00__t20,perturb_I0,6|7|8|16|17|18|19|26|27|28|29|36|37|38|39|45|48|49|58|59,5|9|15|34|44|47|54|55|56|67|68|69,1.0,0.11836052542688325,-6.482874128687773e-05,0.7038830210957336,0.8024677973715656,0.5,16,12,12,False
seed2__disordered__fE1.00__t20__c00030,seed2__disordered__fE1.00__t20,high_coherence,0|1|2|3|4|10|11|13|20|21|22|24|30|31|32|33|40|41|43|52,5|12|14|15|23|25|34|35|42|44|50|51,0.95,0.00011835529623139673,0.0,0.2948820175088232,0.7814033158465872,0.1332439391755938,17,12,12,False
seed2__disordered__fE1.00__t20__c00031,seed2__disordered__fE1.00__t20,region_growing,0|1|2|3|10|11|14|20|21|22|23|25|30|31|33|40|41|50|51|52,4|5|12|13|15|16|24|26|32|34|35|36,0.9,4.987204471692489e-05,0.0,0.24004711458747074,0.6237781244591328,0.1576622691679757,20,12,12,False
seed2__disordered__fE1.00__t20__c00032,seed2__disordered__fE1.00__t20,region_growing,5|6|7|8|16|17|19|23|25|26|27|28|32|34|35|37|38|43|47|53,4|9|12|18|24|29|33|39|44|45|48|49,0.75,0.03418677576959734,-6.708567766547232e-05,0.28027185812419436,0.5772838410446854,0.31326656457101276,30,12,12,False
seed2__disordered__fE1.00__t20__c00033,seed2__disordered__fE1.00__t20,perturb_I0,6|7|8|9|16|17|18|19|26|27|29|36|37|39|45|47|48|49|58|59,5|15|28|34|38|44|54|55|56|67|68|69,1.0,0.0753289977420728,-6.482874128687773e-05,0.7038830210957336,0.8024677973715656,0.5,16,12,12,False
seed2__disordered__fE1.00__t20__c00034,seed2__disordered__fE1.00__t20,perturb_I0,7|8|9|17|18|19|26|27|28|29|35|36|37|38|39|47|48|49|58|59,6|15|16|24|25|34|44|45|56|67|68|69,1.0,0.13541226818298338,-5.847159427615628e-05,0.5487949406953986,0.875,0.341886116991581,14,12,12,False
seed2__disordered__fE1.00__t20__c00035,seed2__disordered__fE1.00__t20,perturb_I0,5|7|8|9|16|18|19|25|26|27|29|36|37|38|39|46|47|48|58|59,4|6|14|17|28|34|45|49|55|67|68|69,1.0,0.05614035840378497,-3.693968698561109e-05,0.6893917467430878,0.7419158534223445,0.4292893218813453,17,12,12,False
seed2__disordered__fE1.00__t20__c00036,seed2__disordered__fE1.00__t20,spectral_resized,39|45|48|49|56|57|58|59|67|68|76|78|79|87|88|89|96|97|98|99,28|29|34|37|38|47|65|66|69|75|77|86,0.85,0.07543619731640196,-4.30490537381166e-05,0.25291394745608764,0.6237781244591328,0.23193141226666847,20,12,12,False
