candidate_id,snapshot_id,candidate_source,node_ids,boundary_ids,C_internal,G_internal,L_blanket,D_local,external_entropy,directional_contrast,structural_shell_size,boundary_budget,boundary_size,is_pareto
seed4__opposite__fE1.00__t20__c00000,seed4__opposite__fE1.00__t20,seed_reference_I0,57|67|74|75|76|77|78|79|84|85|86|87|88|89|94|95|96|97|98|99,46|47|48|56|58|64|65|66|68|69|73|83,1.0,0.07703204477247223,0.0,1.0,-0.0,1.0,14,12,12,True
seed4__opposite__fE1.00__t20__c00001,seed4__opposite__fE1.00__t20,perturb_I0,57|58|59|67|69|73|75|77|78|79|83|84|85|86|88|89|94|95|98|99,46|47|48|49|56|66|68|74|76|87|96|97,0.95,0.04307676175018271,0.0,0.8549974004848321,-0.0,1.0,20,12,12,False
seed4__opposite__fE1.00__t20__c00002,seed4__opposite__fE1.00__t20,perturb_I0,57|64|67|68|75|76|78|79|83|84|85|86|87|88|89|93|95|96|97|98,46|47|48|53|54|55|56|58|69|74|77|94,1.0,0.06076419838774074,-1.4557719577517476e-06,1.0,-0.0,1.0,21,12,12,False
seed4__opposite__fE1.00__t20__c00003,seed4__opposite__fE1.00__t20,high_coherence,3|5|6|12|13|14|15|21|22|23|24|25|26|28|34|35|36|37|38|45,2|4|18|19|20|27|29|30|31|32|33|39,1.0,0.05173259307597361,-4.8172913080628615e-05,0.31127812445913283,0.6358911107998991,0.14644660940672627,27,12,12,False
seed4__opposite__fE1.00__t20__c00004,seed4__opposite__fE1.00__t20,mcmc_swap,1|10|12|13|14|22|23|24|31|41|42|43|51|52|54|65|75|85|86|96,2|3|4|5|15|21|30|32|33|40|50|77,0.75,0.037716373563502145,0.0012722962283931902,0.09836158720676254,0.4820393824041145,1.0,36,12,12,False
seed4__opposite__fE1.00__t20__c00005,seed4__opposite__fE1.00__t20,spectral_resized,12|22|23|26|27|33|36|38|41|42|43|45|46|50|51|52|53|54|55|63,2|3|13|14|21|24|30|31|32|40|60|61,0.9,0.03695795001182321,8.585056561941085e-06,0.10656383018284346,0.5876417936566767,0.009709662154539944,38,12,12,False
seed4__opposite__fE1.00__t20__c00006,seed4__opposite__fE1.00__t20,perturb_I0,48|57|63|67|68|74|75|76|77|79|84|85|86|89|93|94|95|96|97|98,37|38|39|46|47|49|52|66|69|78|87|88,1.0,0.009498537562237343,-3.423180538051837e-06,1.0,-0.0,1.0,26,12,12,False
seed4__opposite__fE1.00__t20__c00007,seed4__opposite__fE1.00__t20,spectral_resized,36|42|44|45|46|50|51|52|53|54|56|57|61|63|64|70|71|80|81|90,25|26|27|32|33|40|41|60|72|82|91|92,0.75,0.01272372096122212,-5.157890950278909e-06,0.015172243707189788,0.480618302361438,0.0,29,12,12,False
seed4__opposite__fE1.00__t20__c00008,seed4__opposite__fE1.00__t20,region_growing,4|6|12|14|15|16|21|22|23|26|30|32|33|42|43|44|52|53|61|64,2|3|5|13|20|24|25|31|34|40|41|51,0.95,0.05468923262890413,-3.119769561044832e-05,0.293553093861066,0.6163301284079103,0.9743416490252569,35,12,12,False
seed4__opposite__fE1.00__t20__c00009,seed4__opposite__fE1.00__t20,perturb_I0,48|58|64|67|68|73|74|76|77|78|79|84|85|86|87|94|95|96|98|99,37|38|39|47|49|53|66|69|75|88|89|97,1.0,0.017353217637035685,0.0,0.8361240669204162,0.16137847944869915,1.0,24,12,12,False
seed4__opposite__fE1.00__t20__c00010,seed4__opposite__fE1.00__t20,region_growing,46|53|57|63|64|67|68|69|74|75|77|79|86|87|88|89|95|97|98|99,35|36|37|42|43|66|76|78|84|85|94|96,0.95,0.05040610016932447,0.0,0.7136030428840439,0.1431984785579781,1.0,27,12,12,False
seed4__opposite__fE1.00__t20__c00011,seed4__opposite__fE1.00__t20,region_growing,1|3|10|12|20|21|24|30|31|33|40|41|42|43|44|51|52|54|55|65,2|4|11|13|14|15|22|23|32|34|50|60,0.95,0.06343170082144411,1.834113699445989e-05,0.22413085349081469,0.49900044193614973,1.0,27,12,12,False
seed4__opposite__fE1.00__t20__c00012,seed4__opposite__fE1.00__t20,mcmc_swap,20|23|24|25|26|31|32|34|37|38|41|43|49|52|56|57|59|68|78|88,13|14|21|22|30|33|40|42|51|79|87|97,0.75,0.017575865658078664,0.0014759350989814288,0.029048615165391294,0.5716600510638831,0.00502525316941671,45,12,12,False
seed4__opposite__fE1.00__t20__c00013,seed4__opposite__fE1.00__t20,region_growing,0|1|2|10|12|13|22|33|34|35|36|42|44|45|53|54|56|64|66|73,3|4|11|14|21|23|25|26|31|32|41|51,0.75,0.015369323974381937,-0.00021069778462833047,0.057736195001660884,0.487559532470433,0.002053396766148019,34,12,12,False
