q,k,T,eta,E_star,Y_end_check,energy_integral_check,status
0.0,4,1.0,0.004720159840492554,211.85723233805763,0.9999999999999984,211.85723233852704,ok
0.0,6,1.0,0.0007142246110927717,1400.1197725040429,1.0000000000000027,1400.1197725040468,ok
1.0,4,1.0,0.00646765167894809,154.61562397600264,0.9999999999999977,154.61562397642402,ok
1.0,6,1.0,0.004784316722988444,209.016262488443,1.0,209.01626248937146,ok
0.0,4,3.0,0.005763905666252345,173.49347090376546,1.0000000000000058,173.4934709290751,ok
1.0,6,3.0,0.00482995736962149,207.04116485366976,1.0000000000000102,207.0411649269869,ok
