k,q,T,lam,D,D_T,D_max,ratio_DT_over_Dmax
5,-2.0,1.0,177827.94100389228,19.98564583300685,7.410476962452047,53.44801782530355,0.13864830285518565
5,-2.0,1.0,316227.7660168379,19.985123066877453,7.35454670124798,53.44469798957972,0.13761040810225775
5,-2.0,1.0,562341.3251903491,19.984731266031034,7.312687444020451,53.44064148795642,0.13683756856976473
5,-2.0,1.0,1000000.0,19.984437545891716,7.281301185438448,53.438168428927554,0.1362565634172611
5,-2.0,3.0,0.0,20.58556490381124,11.41783173357929,27.588017843745025,0.41386923113680785
5,-2.0,3.0,0.0001,20.58552059875557,11.417899808316106,27.588152259494727,0.41386968220702514
5,-2.0,3.0,0.00017782794100389227,20.585486118500985,11.417952788219225,27.588256868705557,0.4138700332738694
5,-2.0,3.0,0.00031622776601683794,20.58542480612863,11.418046998555306,27.588442886171364,0.4138706575672153
5,-2.0,3.0,0.0005623413251903491,20.585315785573258,11.418214522208288,27.58877365267284,0.4138717677689191
5,-2.0,3.0,0.001,20.585121948098866,11.418512398726984,27.589361774182574,0.41387374206721006
5,-2.0,3.0,0.0017782794100389228,20.584777350595743,11.419042019954336,27.590407380916826,0.4138772531445994
5,-2.0,3.0,0.0031622776601683794,20.58416487499606,11.419983561188765,27.59226601438335,0.41388349747120207
5,-2.0,3.0,0.005623413251903491,20.583076717429513,11.421657020910695,27.595568821005788,0.4138946036950872
5,-2.0,3.0,0.01,20.58114481022666,11.424630171793632,27.601434676957236,0.41391436008691834
5,-2.0,3.0,0.01778279410038923,20.577719238234987,11.42990865509454,27.611842302673892,0.4139495123071771
5,-2.0,3.0,0.03162277660168379,20.571658727605243,11.439268143661577,27.630275993150764,0.4140120839363763
5,-2.0,3.0,0.05623413251903491,20.560978783968554,11.455826677416654,27.662824456437303,0.4141235359193705
5,-2.0,3.0,0.1,20.542288874896357,11.485005777608569,27.719986574450903,0.41432219841672385
5,-2.0,3.0,0.1778279410038923,20.509976638421954,11.53606772715089,27.822669924097283,0.41462835014117294
5,-2.0,3.0,0.31622776601683794,20.455271581110555,11.624344553179375,28.00210780232666,0.4151239126439447
5,-2.0,3.0,0.5623413251903491,20.365868871568907,11.773801172172318,28.30604409057796,0.41594654252981195
5,-2.0,3.0,1.0,20.227907315778925,12.018078020350755,28.811732707033016,0.4171244451888557
5,-2.0,3.0,1.7782794100389228,20.032949108128566,12.394987469510909,29.623156711850505,0.41842223602565604
5,-2.0,3.0,3.1622776601683795,19.78966230534563,12.926065197388589,30.836245186916926,0.4191841490115277
5,-2.0,3.0,5.623413251903491,19.530392604104765,13.57700999682638,32.51626720834076,0.41754516008355774
5,-2.0,3.0,10.0,19.298766593831974,14.217683988574198,34.61534808397167,0.4107335264716743
5,-2.0,3.0,17.78279410038923,19.124177426079086,14.630903725107878,36.976488510296214,0.3956812643535326
5,-2.0,3.0,31.622776601683793,19.009163793420004,14.606405718319278,39.385982337844354,0.3708528987046386
5,-2.0,3.0,56.23413251903491,18.939235425566974,14.070305096842022,41.633613271815584,0.33795541609565505
5,-2.0,3.0,100.0,18.89828184754634,13.132316525973087,43.559803923615696,0.3014778613099651
5,-2.0,3.0,177.82794100389228,18.875059991887515,12.006315038476139,45.04537933570952,0.2665382158067029
5,-2.0,3.0,316.22776601683796,18.862524507918682,10.89113127811823,46.078277278906405,0.23636151178559672
5,-2.0,3.0,562.341325190349,18.856146604883683,9.907091517558086,46.72611426641384,0.21202472478391346
5,-2.0,3.0,1000.0,18.853074732812853,9.098105003606111,47.10998180052201,0.19312478281418693
5,-2.0,3.0,1778.2794100389228,18.851656527857234,8.460737835198444,47.3294195526762,0.17876276352347614
5,-2.0,3.0,3162.2776601683795,18.851019828299865,7.970858278961847,47.451579663713964,0.16797877616405532
5,-2.0,3.0,5623.413251903491,18.850738037712052,7.599506087595858,47.52103850759383,0.1599187712697285
5,-2.0,3.0,10000.0,18.85061348585778,7.320060346601005,47.55841055586516,0.15391726218441198
5,-2.0,3.0,17782.794100389227,18.850557751293845,7.11053501145279,47.580706911629186,0.14944155883726282
5,-2.0,3.0,31622.776601683792,18.850532098803818,6.953683144682009,47.59293468102993,0.1461074672382764
5,-2.0,3.0,56234.13251903491,18.850519727631667,6.836322868928064,47.59904306361873,0.1436231156956442
5,-2.0,3.0,100000.0,18.85051335749914,6.74850892199175,47.60366369149285,0.14176448614810633
5,-2.0,3.0,177827.94100389228,18.85050980834116,6.682783599756941,47.605800495499246,0.1403775071566908
5,-2.0,3.0,316227.7660168379,18.85050766488537,6.633573861903918,47.60696362862575,0.13934041065192393
5,-2.0,3.0,562341.3251903491,18.850506275150305,6.596712600420812,47.607597615718525,0.13856428240022733
5,-2.0,3.0,1000000.0,18.850505324268592,6.569113197556627,47.60777856499762,0.13798403108828095
5,-1.0,0.1,0.0,192.80059896479142,2974.6057019336226,3177.5207410058533,0.9361404517510726
5,-1.0,0.1,0.0001,192.80059277309724,2974.605347732948,3177.5204016423195,0.9361404402613768
5,-1.0,0.1,0.00017782794100389227,192.80058795423136,2974.605072065998,3177.5201375227994,0.9361404313191877
5,-1.0,0.1,0.00031622776601683794,192.80057938494636,2974.6045818533908,3177.519667844727,0.9361404154174847
5,-1.0,0.1,0.0005623413251903491,192.80056414637735,2974.6037101191764,3177.518832626579,0.9361403871398395
5,-1.0,0.1,0.001,192.80053704798894,2974.6021599346122,3177.517347377557,0.9361403368543643
5,-1.0,0.1,0.0017782794100389228,192.80048885962597,2974.5994032810995,3177.5147061968332,0.936140247433
5,-1.0,0.1,0.0031622776601683794,192.80040316770476,2974.594501205433,3177.51000946175,0.9361400884176319
5,-1.0,0.1,0.005623413251903491,192.8002507849564,2974.58578402274,3177.5016574247456,0.9361398056464078
5,-1.0,0.1,0.01,192.79997981037724,2974.5702826814118,3177.4868053915966,0.9361393028081584
5,-1.0,0.1,0.01778279410038923,192.79949795617034,2974.5427177405904,3177.4603950297255,0.9361384086465578
5,-1.0,0.1,0.03162277660168379,192.7986411299969,2974.4937020254047,3177.413432249528,0.936136818657413
5,-1.0,0.1,0.05623413251903491,192.79711759670678,2974.4065461399473,3177.329926332112,0.9361339914654636
5,-1.0,0.1,0.1,192.79440878110572,2974.2515831316637,3177.181451697942,0.9361289647282093
5,-1.0,0.1,0.1778279410038923,192.7895931798298,2973.976093081799,3176.9174925550383,0.9361200283139793
5,-1.0,0.1,0.31622776601683794,192.78103421363807,2973.4864396623393,3176.448321447652,0.9361041448668009
5,-1.0,0.1,0.5623413251903491,192.76582825294867,2972.6164726082143,3175.614705466152,0.9360759249198214
5,-1.0,0.1,1.0,192.73883285167705,2971.0718698344363,3174.134517273955,0.9360258217367815
5,-1.0,0.1,1.7782794100389228,192.6909694356315,2968.3328311620803,3171.509308428833,0.9359369758976346
5,-1.0,0.1,3.1622776601683795,192.6063010217668,2963.486255501768,3166.8629025595596,0.9357797753437902
5,-1.0,0.1,5.623413251903491,192.4571322465771,2954.9434477705586,3158.685803089748,0.935497745575108
5,-1.0,0.1,10.0,192.19619595814504,2939.987265760255,3144.372156192225,0.9349997772911601
5,-1.0,0.1,17.78279410038923,191.74540251309884,2914.1120197351997,3119.6847379612273,0.9341046498306194
5,-1.0,0.1,31.622776601683793,190.98315365025888,2870.2561435969046,3077.8964469079083,0.9325382426300919
5,-1.0,0.1,56.23413251903491,189.7399726506373,2798.4687242127816,3009.7287971076294,0.9298076048918859
5,-1.0,0.1,100.0,187.82730367791973,2687.478898651917,2905.101170970638,0.9250896063471654
5,-1.0,0.1,177.82794100389228,185.1330123221363,2530.4300337365016,2758.58128382996,0.9172939904178943
5,-1.0,0.1,316.22776601683796,181.76748525080257,2334.665421431174,2578.5227030651126,0.9054275219899893
5,-1.0,0.1,562.341325190349,178.1147903150313,2127.0190860244475,2389.5639286730984,0.8901285546294467
5,-1.0,0.1,1000.0,174.64760292138052,1942.1948361521904,2219.2771712121234,0.875147485562339
5,-1.0,0.1,1778.2794100389228,171.67374050888264,1800.8319422660732,2083.3335372388206,0.8643992476849552
5,-1.0,0.1,3162.2776601683795,169.27902280482593,1701.975036154291,1984.2826233150972,0.8577281361819512
5,-1.0,0.1,5623.413251903491,167.41698157615025,1634.28079275339,1915.0781301487273,0.8533755187452691
5,-1.0,0.1,10000.0,165.99495665562833,1587.2569804856757,1866.5467589833363,0.8503708641889137
5,-1.0,0.1,17782.794100389227,164.91857343156894,1553.9746938424219,1832.0021682181912,0.8482384577927768
5,-1.0,0.1,31622.776601683792,164.1074234874311,1530.0700523519974,1807.131474794357,0.8466844132224038
5,-1.0,0.1,56234.13251903491,163.49754316243917,1512.7124339229717,1789.119022124186,0.8455068752927114
5,-1.0,0.1,100000.0,163.03954313681228,1500.0062913034635,1775.9805283209328,0.8446073970876337
5,-1.0,0.1,177827.94100389228,162.69582216954714,1490.64828790999,1766.3698454731773,0.843904967994216
5,-1.0,0.1,316227.7660168379,162.43795610405223,1483.7246122225176,1759.3099923138236,0.8433559854174082
5,-1.0,0.1,562341.3251903491,162.2445371195367,1478.5868610368786,1754.1195404778696,0.8429225186295295
5,-1.0,0.1,1000000.0,162.09947340163578,1474.7587069873246,1750.3892095232422,0.8425318774611323
5,-1.0,1.0,0.0,25.664951926458528,18.925338631082212,42.125850081188844,0.4492571329624814
5,-1.0,1.0,0.0001,25.66494592480133,18.92539176231911,42.125845520157334,0.4492584428545952
5,-1.0,1.0,0.00017782794100389227,25.66494125390546,18.92543311287707,42.12584196076573,0.4492594624103522
5,-1.0,1.0,0.00031622776601683794,25.664932947900212,18.925506644874908,42.12583561167936,0.4492612756535522
5,-1.0,1.0,0.0005623413251903491,25.664918177984866,18.92563740262918,42.12582430501762,0.44926450021714925
5,-1.0,1.0,0.001,25.664891914474957,18.925869917964757,42.12580427634676,0.44927023336600014
5,-1.0,1.0,0.0017782794100389228,25.66484521544266,18.926283368364476,42.12576861046946,0.44928042840886595
5,-1.0,1.0,0.0031622776601683794,25.664762186774706,18.927018513854268,42.125705243429316,0.4492985554658807
5,-1.0,1.0,0.005623413251903491,25.664614586839658,18.928325539721016,42.12559263246601,0.4493307834234013
5,-1.0,1.0,0.01,25.664352265339307,18.930648949157312,42.125392558308945,0.4493880721219148
5,-1.0,1.0,0.01778279410038923,25.66388626581141,18.934777941956767,42.12503746190889,0.44948987782095945
5,-1.0,1.0,0.03162277660168379,25.663059107299052,18.942111988928186,42.12440808142866,0.4496706980976944
5,-1.0,1.0,0.05623413251903491,25.66159297206158,18.955127311148726,42.12329496560968,0.44999156230831605
5,-1.0,1.0,0.1,25.65900079360487,18.97818830918463,42.12133251782238,0.4505600173298074
5,-1.0,1.0,0.1778279410038923,25.654438074794808,19.018934357706296,42.11788361725163,0.4515643409469909
5,-1.0,1.0,0.31622776601683794,25.64646931611731,19.09057429119518,42.11180729692392,0.45333068126453124
5,-1.0,1.0,0.5623413251903491,25.63273963255271,19.215455774510847,42.10086460080442,0.4564147543455366
5,-1.0,1.0,1.0,25.609627161216757,19.42996144776613,42.08843444351415,0.4616460960039414
5,-1.0,1.0,1.7782794100389228,25.572193716337626,19.78942162801473,42.07649973316398,0.4703200540328464
5,-1.0,1.0,3.1622776601683795,25.515179249019027,20.368306367116197,42.08149083412537,0.48402055068350425
5,-1.0,1.0,5.623413251903491,25.43593147234279,21.24610378113165,42.137353494092174,0.5042106829065675
5,-1.0,1.0,10.0,25.338621015980095,22.47059793655367,42.29226241135953,0.5313169987926245
5,-1.0,1.0,17.78279410038923,25.235586552728048,24.01126235540061,42.558581804001946,0.5641931976488639
5,-1.0,1.0,31.622776601683793,25.14166437508727,25.74568763431045,42.87388168018713,0.6004981733717859
5,-1.0,1.0,56.23413251903491,25.065739103887346,27.50670627771596,43.125079139484555,0.6378354968056467
5,-1.0,1.0,100.0,25.008516183065904,29.151531975770826,43.23583244514615,0.67424472543129
5,-1.0,1.0,177.82794100389228,24.96647446500954,30.596562933430167,43.210377925763275,0.7080836688352039
5,-1.0,1.0,316.22776601683796,24.935631365291123,31.812741444711563,43.10419575874528,0.7380428026721082
5,-1.0,1.0,562.341325190349,24.912869532492888,32.80619715949349,42.979857134931116,0.7632923733669379
5,-1.0,1.0,1000.0,24.895972444976053,33.60072915494813,42.87373932280707,0.7837135198765813
5,-1.0,1.0,1778.2794100389228,24.88337757799443,34.22644197924912,42.79111287523547,0.7998493070054509
5,-1.0,1.0,3162.2776601683795,24.873965855373196,34.713547185245226,42.72848688895412,0.8124216351367952
5,-1.0,1.0,5623.413251903491,24.86692235818826,35.08942654193179,42.681409903712954,0.8221243539304751
5,-1.0,1.0,10000.0,24.861646647204406,35.377522861245204,42.64603428979212,0.8295618443873285
5,-1.0,1.0,17782.794100389227,24.857693077033694,35.59718972450474,42.619473915258055,0.8352329687429743
5,-1.0,1.0,31622.776601683792,24.854729458923508,35.764011049566165,42.599546478615274,0.8395397135863757
5,-1.0,1.0,56234.13251903491,24.852507546448887,35.890321072223706,42.58459489303621,0.8428005752402448
5,-1.0,1.0,100000.0,24.85084155425267,35.98571646686043,42.573389164068175,0.8452631367491005
5,-1.0,1.0,177827.94100389228,24.849592323401527,36.0576624893169,42.56496607030815,0.847120667963353
5,-1.0,1.0,316227.7660168379,24.84865556688173,36.11182277049423,42.558669239931206,0.8485186077343757
5,-1.0,1.0,562341.3251903491,24.84795310927989,36.15266380702875,42.553935722275476,0.84957274088526
5,-1.0,1.0,1000000.0,24.84742634240386,36.18324254371034,42.55050557223166,0.8503598736867518
5,-1.0,3.0,0.0,24.04027153232826,11.836045790364519,26.638514958009903,0.44432078173357603
5,-1.0,3.0,0.0001,24.04023318409667,11.83613632273026,26.63860605399842,0.4443226608305832
5,-1.0,3.0,0.00017782794100389227,24.040203339761163,11.83620678095373,26.63867696161226,0.4443241230790227
5,-1.0,3.0,0.00031622776601683794,24.04015027101482,11.836332072645732,26.638803031717874,0.44432672363516607
5,-1.0,3.0,0.0005623413251903491,24.04005590887628,11.836554867693126,26.639027168239117,0.4443313486239273
5,-1.0,3.0,0.001,24.03988813483139,11.836951032380835,26.639425666105282,0.44433957326045503
5,-1.0,3.0,0.0017782794100389228,24.039589874857413,11.837655438023834,26.64013401197366,0.4443542000465646
5,-1.0,3.0,0.0031622776601683794,24.039059767047537,11.83890779664127,26.641392674446,0.44438021470240036
5,-1.0,3.0,0.005623413251903491,24.038117977272364,11.841133982356899,26.643628009402534,0.444426486444645
5,-1.0,3.0,0.01,24.03644602093938,11.845090052818247,26.647593760565204,0.4445088047817421
5,-1.0,3.0,0.01778279410038923,24.033481667634522,11.85211649890676,26.655546297743175,0.44463978965271606
5,-1.0,3.0,0.03162277660168379,24.02823804073396,11.864584529696035,26.66806323773001,0.4448986198934014
5,-1.0,3.0,0.05623413251903491,24.019000432594588,11.886671451008322,26.690269002502955,0.44535600034205786
5,-1.0,3.0,0.1,24.002843330196672,11.925683105717651,26.733171130253698,0.44610057847650775
5,-1.0,3.0,0.1778279410038923,23.974936655378922,11.994234167083443,26.804219175415238,0.4474756040677553
5,-1.0,3.0,0.31622776601683794,23.92777002153034,12.113620275152572,26.928348912884918,0.44984637990026705
5,-1.0,3.0,0.5623413251903491,23.850915506773056,12.318404141104539,27.139056207901195,0.45389950360610515
5,-1.0,3.0,1.0,23.732927014952462,12.660983942911697,27.48701488987562,0.4606169128818407
5,-1.0,3.0,1.7782794100389228,23.567644860422647,13.211976774654303,28.03491317314898,0.47126868890424634
5,-1.0,3.0,3.1622776601683795,23.364315008157728,14.048569155867265,28.83847994080086,0.4871466590716962
5,-1.0,3.0,5.623413251903491,23.152373588479506,15.22467172266303,29.906065099871668,0.5090830796970466
5,-1.0,3.0,10.0,22.96918362076488,16.731925679362735,31.159422313558498,0.5369780450673541
5,-1.0,3.0,17.78279410038923,22.83790340458796,18.48045500504774,32.44421283472957,0.5696071314532104
5,-1.0,3.0,31.622776601683793,22.75835922517328,20.32254749452625,33.577969564514135,0.6052345558143433
5,-1.0,3.0,56.23413251903491,22.7162842794945,22.106039156522233,34.44121317124289,0.6418484461220993
5,-1.0,3.0,100.0,22.69612746282872,23.719594879835643,35.00261987527553,0.6776519861757614
5,-1.0,3.0,177.82794100389228,22.68706388010897,25.107193194541065,35.3120071310596,0.7110100850783239
5,-1.0,3.0,316.22776601683796,22.683119343804126,26.257937375367224,35.45485431173822,0.7406020384259167
5,-1.0,3.0,562.341325190349,22.681416898155412,27.188126219055732,35.514582457339486,0.7655482435057321
5,-1.0,3.0,1000.0,22.680674184374194,27.926397764647007,35.540036206164196,0.7857729126286975
5,-1.0,3.0,1778.2794100389228,22.68034113764113,28.50453482179173,35.55419306998245,0.8017207637277928
5,-1.0,3.0,3162.2776601683795,22.680184983714113,28.952718714153164,35.561305996046,0.814163538239354
5,-1.0,3.0,5623.413251903491,22.680107059905957,29.29748165844759,35.565192222346624,0.8237684046605306
5,-1.0,3.0,10000.0,22.68006506284849,29.561109000657133,35.56733058480805,0.8311309427670018
5,-1.0,3.0,17782.794100389227,22.680040481977148,29.761766652053115,35.5682944970361,0.8367498940533445
5,-1.0,3.0,31622.776601683792,22.68002496013791,29.913951155775617,35.56895029038095,0.8410130440049947
5,-1.0,3.0,56234.13251903491,22.680014547712464,30.02906210909918,35.56917693295793,0.8442439409182574
5,-1.0,3.0,100000.0,22.68000725693596,30.11594646712559,35.56971940840131,0.8466737148343211
5,-1.0,3.0,177827.94100389228,22.680002007570963,30.18141556288386,35.569710581819,0.8485145104978925
5,-1.0,3.0,316227.7660168379,22.6799981626866,30.23076193107999,35.56983637848393,0.8498988190276432
5,-1.0,3.0,562341.3251903491,22.67999531793637,30.26778434715605,35.569780199491404,0.8509410004054181
5,-1.0,3.0,1000000.0,22.679993198666022,30.29566042528106,35.56974233201575,0.8517256083132327
5,0.0,0.1,0.0,109.53061609774718,1734.3271650341794,1842.5775513685137,0.9412505670364133
5,0.0,0.1,0.0001,109.53061392946074,1734.3270276341896,1842.5774147741413,0.9412505622439636
5,0.0,0.1,0.00017782794100389227,109.53061224192855,1734.3269206986602,1842.5773084656064,0.9412505585141006
5,0.0,0.1,0.00031622776601683794,109.53060924102651,1734.326730537512,1842.5771194194192,0.9412505518813693
5,0.0,0.1,0.0005623413251903491,109.53060390458872,1734.3263923781378,1842.576783242743,0.9412505400865326
5,0.0,0.1,0.001,109.53059441492579,1734.3257910371922,1842.5761854275236,0.9412505191120688
5,0.0,0.1,0.0017782794100389228,109.53057753969928,1734.324721687851,1842.57512234769,0.9412504818137817
5,0.0,0.1,0.0031622776601683794,109.53054753097585,1734.3228200950139,1842.5732319031492,0.9412504154875158
5,0.0,0.1,0.005623413251903491,109.53049416753811,1734.319438560334,1842.5698701912272,0.9412502975424977
5,0.0,0.1,0.01,109.53039927388112,1734.3134253376306,1842.563892212519,0.9412500878084054
5,0.0,0.1,0.01778279410038923,109.53023053101603,1734.3027324346006,1842.5532619629132,0.9412497148587222
5,0.0,0.1,0.03162277660168379,109.52993047350763,1734.2837183731112,1842.534359252692,0.9412490517010028
5,0.0,0.1,0.05623413251903491,109.52939693312291,1734.2499089295175,1842.5007476203107,0.9412478725826272
5,0.0,0.1,0.1,109.5284482937449,1734.189795367763,1842.44098518209,0.9412457762908328
5,0.0,0.1,0.1778279410038923,109.52676180467749,1734.0829253496215,1842.334737536488,0.941242050111036
5,0.0,0.1,0.31622776601683794,109.52376419959484,1733.8929712767188,1842.1458838227768,0.9412354290196527
5,0.0,0.1,0.5623413251903491,109.51843818082132,1733.5554663399125,1841.8103154426467,0.9412236709746535
5,0.0,0.1,1.0,109.50898142655481,1732.9561926446167,1841.214421794897,0.9412028127366364
5,0.0,0.1,1.7782794100389228,109.49221004738709,1731.8933678310425,1840.1574070984436,0.9411658813263635
5,0.0,0.1,3.1622776601683795,109.46252849563294,1730.0123364476995,1838.2860783082506,0.9411007116149224
5,0.0,0.1,5.623413251903491,109.41019283834947,1726.6954271687846,1834.9844591229412,0.9409864037726429
5,0.0,0.1,10.0,109.3185115430315,1720.8843763330403,1829.1945350429562,0.9407880590965289
5,0.0,0.1,17.78279410038923,109.15972063882205,1710.818792465082,1819.148143114441,0.940450506431051
5,0.0,0.1,31.622776601683793,108.8900299958573,1693.7240188775038,1802.033569743152,0.939895930528594
5,0.0,0.1,56.23413251903491,108.44682476354578,1665.64908128354,1773.902568323363,0.9389743895899869
5,0.0,0.1,100.0,107.75619273159737,1622.0243007501192,1729.8730943683934,0.9376550835033066
5,0.0,0.1,177.82794100389228,106.76314852665605,1559.8818783270417,1666.2941869812364,0.9361383425054264
5,0.0,0.1,316.22776601683796,105.48368799650424,1481.9018996008467,1584.173642993418,0.9354415825279602
5,0.0,0.1,562.341325190349,104.03549113009774,1399.0611475778242,1491.8008176968654,0.9378337449484587
5,0.0,0.1,1000.0,102.59301109431946,1326.296497081727,1402.926773154729,0.9453782780831209
5,0.0,0.1,1778.2794100389228,101.30074438630157,1272.804844197099,1330.9447802552138,0.9563167932128889
5,0.0,0.1,3162.2776601683795,100.2287609173031,1237.9215381761132,1280.6217178188772,0.9666566800729494
5,0.0,0.1,5623.413251903491,99.38195070786786,1216.044943766073,1247.4362017165727,0.9748353800320186
5,0.0,0.1,10000.0,98.73049491276672,1202.1361193891878,1225.3715546231826,0.9810380491155272
5,0.0,0.1,17782.794100389227,98.23572811222904,1193.0542375584266,1210.3150758300271,0.9857385579868423
5,0.0,0.1,31622.776601683792,97.86228230897846,1186.97478552729,1199.8374537997422,0.9892796576471939
5,0.0,0.1,56234.13251903491,97.58127770080112,1182.8166332583294,1192.370928203392,0.9919871453428855
5,0.0,0.1,100000.0,97.37016788076731,1179.9197075398147,1187.0886519592134,0.9939609022396374
5,0.0,0.1,177827.94100389228,97.21170061864676,1177.870505236802,1183.15014256185,0.9955376438415363
5,0.0,0.1,316227.7660168379,97.09280229229225,1176.4022506924591,1180.4206096334265,0.996595824481398
5,0.0,0.1,562341.3251903491,97.0036143034506,1175.3403234278815,1178.135081641768,0.9976278117361619
5,0.0,0.1,1000000.0,96.93672139733816,1174.568902919587,1176.8121888073906,0.9980937604919974
5,0.0,1.0,0.0,27.044622136033293,24.633285321529943,45.15645902282484,0.5455096757936394
5,0.0,1.0,0.0001,27.044606959227256,24.633393820846493,45.15647505149695,0.5455118849014299
5,0.0,1.0,0.00017782794100389227,27.04459514761829,24.6334782629596,45.15648752579706,0.5455136041944572
5,0.0,1.0,0.00031622776601683794,27.04457414368189,24.633628423171384,45.15650970753423,0.545516661555916
5,0.0,1.0,0.0005623413251903491,27.044536794093773,24.633895445368434,45.156549149522604,0.5455220983295369
5,0.0,1.0,0.001,27.044470380136225,24.634370270848557,45.15661927784536,0.5455317662129463
5,0.0,1.0,0.0017782794100389228,27.044352290355704,24.63521459707117,45.15674395222752,0.5455489577178858
5,0.0,1.0,0.0031622776601683794,27.044142334175348,24.636715899085598,45.15696555261889,0.5455795268257742
5,0.0,1.0,0.005623413251903491,27.043769101267255,24.63938517222204,45.1573592865799,0.5456338803129371
5,0.0,1.0,0.01,27.043105792850092,24.644130427542283,45.15805840198013,0.5457305141015909
5,0.0,1.0,0.01778279410038923,27.041927520950345,24.65256421025522,45.15929829763548,0.5459022867843369
5,0.0,1.0,0.03162277660168379,27.039836249244626,24.667547285414184,45.16150042798068,0.546207434466259
5,0.0,1.0,0.05623413251903491,27.03613005876278,24.694145501163415,45.16537312583168,0.5467495072467354
5,0.0,1.0,0.1,27.02957920213905,24.74130017000211,45.17213883700042,0.5477115055206674
5,0.0,1.0,0.1778279410038923,27.018054121209378,24.82470158010143,45.18386732716475,0.5494151574134227
5,0.0,1.0,0.31622776601683794,26.99794298543297,24.97160199811528,45.20785900854778,0.5523730286230479
5,0.0,1.0,0.5623413251903491,26.963344760469326,25.22848662335282,45.25281333452442,0.5575009544015559
5,0.0,1.0,1.0,26.905252516168037,25.672170929600547,45.34308881757287,0.5661760501779316
5,0.0,1.0,1.7782794100389228,26.81157206098142,26.42277766511594,45.52796872270311,0.5803636403382935
5,0.0,1.0,3.1622776601683795,26.669886569850423,27.651105140493023,45.90931492245332,0.6022983611757061
5,0.0,1.0,5.623413251903491,26.475071699220244,29.563087620777036,46.664374757728254,0.6335258486642636
5,0.0,1.0,10.0,26.239627714055906,32.34124350402264,48.02378073310406,0.6734422615279219
5,0.0,1.0,17.78279410038923,25.995956955735178,36.050919172119976,50.146780881165895,0.7189079446106572
5,0.0,1.0,31.622776601683793,25.781221247484016,40.57221069959087,53.000908433970295,0.7655002885495185
5,0.0,1.0,56.23413251903491,25.616569805263723,45.62097400327145,56.363061720373025,0.80941262966879
5,0.0,1.0,100.0,25.502139937514087,50.841698865148075,59.928530132302214,0.8483721985656341
5,0.0,1.0,177.82794100389228,25.426892761292823,55.90249630681699,63.446194387087935,0.8811008579293736
5,0.0,1.0,316.22776601683796,25.378402195708958,60.553168975857005,66.69471799669535,0.907915511073266
5,0.0,1.0,562.341325190349,25.346982812944244,64.64434410201721,69.54777841193344,0.92949545734052
5,0.0,1.0,1000.0,25.326180291982737,68.11849199537077,71.98753090086748,0.9462540407056789
5,0.0,1.0,1778.2794100389228,25.31201109413346,70.98663233484142,74.01930058662899,0.959028682684751
5,0.0,1.0,3162.2776601683795,25.30208964606511,73.30231742191435,75.6427239121967,0.9690597275026874
5,0.0,1.0,5623.413251903491,25.294982953217726,75.13969308448473,76.93454575251522,0.9766703936381946
5,0.0,1.0,10000.0,25.289807067046222,76.57801877606688,77.95190650367711,0.9823751876094856
5,0.0,1.0,17782.794100389227,25.28599477066639,77.69233447200251,78.72537197679918,0.9868779596862228
5,0.0,1.0,31622.776601683792,25.283166552545406,78.548807664101,79.31477556852315,0.9903426833281475
5,0.0,1.0,56234.13251903491,25.281059079680197,79.20312936009994,79.80222315726557,0.9924927680775885
5,0.0,1.0,100000.0,25.27948450510739,79.70075247367728,80.14981813038528,0.9943971718566164
5,0.0,1.0,177827.94100389228,25.278306239729616,80.07784369639737,80.41755939895869,0.9957756029267693
5,0.0,1.0,316227.7660168379,25.277423732428343,80.36289980239144,80.61395283208374,0.9968857372592157
5,0.0,1.0,562341.3251903491,25.276762398442557,80.57799272738293,80.76574638724074,0.9976753305917883
5,0.0,1.0,1000000.0,25.276266656183598,80.73988245344482,80.88325271703896,0.9982274419143886
5,0.0,3.0,0.0,25.272379935435577,15.168541534072409,27.892157582042177,0.5438281886030351
5,0.0,3.0,0.0001,25.27232940041365,15.168683511766574,27.892282872938253,0.5438308359651546
5,0.0,3.0,0.00017782794100389227,25.272290071586824,15.168794008494418,27.89238036250755,0.5438328967033609
5,0.0,3.0,0.00031622776601683794,25.272220137277813,15.168990499106252,27.89255370686457,0.5438365614896369
5,0.0,3.0,0.0005623413251903491,25.272095785078147,15.169339903423944,27.89286189338183,0.5438430793300271
5,0.0,3.0,0.001,25.271874685453355,15.169961207488583,27.89340959819959,0.5438546748500672
5,0.0,3.0,0.0017782794100389228,25.271481613911646,15.171065950825696,27.8943826693844,0.5438753074638488
5,0.0,3.0,0.0031622776601683794,25.270782955893694,15.173030148927744,27.8961101192213,0.5439120394951784
5,0.0,3.0,0.005623413251903491,25.269541598710536,15.176521954032156,27.899172809846213,0.5439774884177224
5,0.0,3.0,0.01,25.267337439345074,15.182727922200499,27.904590526802288,0.5440942739373842
5,0.0,3.0,0.01778279410038923,25.263428294381978,15.193753018140049,27.914137940914188,0.5443031430990505
5,0.0,3.0,0.03162277660168379,25.256509648152658,15.213324517282496,27.930862868757035,0.5446779280958001
5,0.0,3.0,0.05623413251903491,25.244309354846028,15.248020552980668,27.959936481019298,0.5453524747215303
5,0.0,3.0,0.1,25.222933649888954,15.309382988643756,28.012652339388275,0.5465167240560582
5,0.0,3.0,0.1778279410038923,25.185901206837762,15.417455694989018,28.10582691364494,0.5485501544700713
