k,q,T,lam,D,D_T,D_max,ratio_DT_over_Dmax
4,-1.0,0.1,0.005623413251903491,80.68121292713671,1074.769278845276,1271.6165910495201,0.8451991633407538
4,-1.0,0.1,0.01,80.68105164933598,1074.7609931141214,1271.6086798612548,0.8451979057200117
4,-1.0,0.1,0.01778279410038923,80.6807648658965,1074.7462594571966,1271.5946121267643,0.8451956694434751
4,-1.0,0.1,0.03162277660168379,80.68025492766326,1074.7200610744155,1271.56959756238,0.8451916931127259
4,-1.0,0.1,0.05623413251903491,80.67934825049079,1074.673479909712,1271.5251203634589,0.8451846233305419
4,-1.0,0.1,0.1,80.67773635349943,1074.5906673335862,1271.4460454513892,0.845172055218501
4,-1.0,0.1,0.1778279410038923,80.67487130398229,1074.4434721771709,1271.3054849775917,0.8451497180444472
4,-1.0,0.1,0.31622776601683794,80.66978072180937,1074.1819352387195,1271.0557086861718,0.8451100356168093
4,-1.0,0.1,0.5623413251903491,80.66074174320663,1073.7175351100782,1270.61210341558,0.8450395932982048
4,-1.0,0.1,1.0,80.64471046483561,1072.8938636065914,1269.8250366421123,0.844914718679449
4,-1.0,0.1,1.7782794100389228,80.61633617090021,1071.4359453092545,1268.4310365257957,0.8446938891087794
4,-1.0,0.1,3.1622776601683795,80.56629762479928,1068.8646610232329,1265.969747646191,0.8443050578503678
4,-1.0,0.1,5.623413251903491,80.47861637673661,1064.3584517356644,1261.647800853146,0.8436256544940106
4,-1.0,0.1,10.0,80.32668265296145,1056.5486115157,1254.135031526302,0.842452036627877
4,-1.0,0.1,17.78279410038923,80.06844016937173,1043.2717163277175,1241.4229369915702,0.840383792856247
4,-1.0,0.1,31.622776601683793,79.64354558450367,1021.4296913702093,1220.5022821667724,0.836892897534655
4,-1.0,0.1,56.23413251903491,78.98037353059445,987.3918192182765,1187.9355783200187,0.8311829675264447
4,-1.0,0.1,100.0,78.02519457345932,938.6722780494501,1141.2014306597273,0.8225298819567767
4,-1.0,0.1,177.82794100389228,76.7937214636763,877.0520318158082,1081.3798212104136,0.8110490085103524
4,-1.0,0.1,316.22776601683796,75.40287427618341,810.7342703328186,1014.472970976128,0.7991679359901807
4,-1.0,0.1,562.341325190349,74.02547232455325,751.2147634370308,949.0445753867136,0.7915484508521934
4,-1.0,0.1,1000.0,72.80016556879552,705.9327802411519,892.8878282194986,0.7906175422380296
4,-1.0,0.1,1778.2794100389228,71.7886623199621,674.9368572211632,850.558326022369,0.793522133135186
4,-1.0,0.1,3162.2776601683795,70.99113779145104,654.3532969903432,821.0592415678473,0.7969623431079443
4,-1.0,0.1,5623.413251903491,70.3777648518267,640.4865612253751,800.6610904792394,0.7999471547218673
