S,size,q,T,lam,E,D,y_T
"(6, 7)",2,0,0.1,177827.94100389228,16458247.656183837,2765.945336282294,1.0
"(6, 7)",2,0,0.1,316227.7660168379,21638184.99542902,2755.023415187524,0.9999999999999998
"(6, 7)",2,0,0.1,562341.3251903491,28547589.5909775,2746.830688552046,1.0
"(6, 7)",2,0,0.1,1000000.0,37762628.18727114,2740.6859007761145,1.0
"(6, 7)",2,0,1,0.0,700.0598862491637,60.90371257812853,1.0
"(6, 7)",2,0,1,0.0001,700.0598862505656,60.903698553813,0.9999999999999998
"(6, 7)",2,0,1,0.00017782794100389227,700.059886253598,60.90368763911786,1.0
"(6, 7)",2,0,1,0.00031622776601683794,700.059886263187,60.90366823004515,1.0
"(6, 7)",2,0,1,0.0005623413251903491,700.0598862935103,60.903633716254525,1.0
"(6, 7)",2,0,1,0.001,700.0598863893928,60.90357234413936,1.0
"(6, 7)",2,0,1,0.0017782794100389228,700.0598866925781,60.90346321700738,1.0
"(6, 7)",2,0,1,0.0031622776601683794,700.0598876511756,60.90326918894345,1.0
"(6, 7)",2,0,1,0.005623413251903491,700.0598906816602,60.90292424914373,1.0
"(6, 7)",2,0,1,0.01,700.0599002600131,60.902311154151825,1.0
"(6, 7)",2,0,1,0.01778279410038923,700.0599305220206,60.90122186121029,1.0
"(6, 7)",2,0,1,0.03162277660168379,700.0600260651348,60.89928782712288,1.0
"(6, 7)",2,0,1,0.05623413251903491,700.0603273378008,60.895858128487895,1.0
"(6, 7)",2,0,1,0.1,700.0612752368773,60.88978917193263,1.0
"(6, 7)",2,0,1,0.1778279410038923,700.064246051415,60.87909060691878,1.0
"(6, 7)",2,0,1,0.31622776601683794,700.0734936928156,60.86035566750164,1.0
"(6, 7)",2,0,1,0.5623413251903491,700.1019425912571,60.82792304368734,1.0
"(6, 7)",2,0,1,1.0,700.1877274119447,60.77286454223115,1.0
"(6, 7)",2,0,1,1.7782794100389228,700.4380520103862,60.68234915367781,1.0
"(6, 7)",2,0,1,3.1622776601683795,701.132248996463,60.540794819107106,0.9999999999999998
"(6, 7)",2,0,1,5.623413251903491,702.9225569172382,60.33470771802818,1.0
"(6, 7)",2,0,1,10.0,707.1317802819476,60.06094488395493,1.0
"(6, 7)",2,0,1,17.78279410038923,716.0427341379011,59.73335094360645,1.0
"(6, 7)",2,0,1,31.622776601683793,732.934070871126,59.382272311003916,1.0
"(6, 7)",2,0,1,56.23413251903491,761.5691338520278,59.045811715171226,1.0
"(6, 7)",2,0,1,100.0,805.3917650047501,58.754950784886034,1.0
"(6, 7)",2,0,1,177.82794100389228,867.3799954896376,58.522863816951805,1.0
"(6, 7)",2,0,1,316.22776601683796,950.8107600041089,58.34689636956585,1.0
"(6, 7)",2,0,1,562.341325190349,1060.3172993359346,58.216917741861415,1.0
"(6, 7)",2,0,1,1000.0,1202.8462469482013,58.1217712504023,1.0
"(6, 7)",2,0,1,1778.2794100389228,1388.5123221715344,58.05208444124978,1.0
"(6, 7)",2,0,1,3162.2776601683795,1631.4979424099563,58.00081157915443,1.0
"(6, 7)",2,0,1,5623.413251903491,1951.1761961885254,57.96288742815654,1.0
"(6, 7)",2,0,1,10000.0,2373.6286899141105,57.934710105649636,1.0
"(6, 7)",2,0,1,17782.794100389227,2933.7269599817837,57.9137047713608,1.0
"(6, 7)",2,0,1,31622.776601683792,3677.9669078968914,57.89801048375374,1.0
"(6, 7)",2,0,1,56234.13251903491,4668.294219276797,57.88626732401054,1.0
"(6, 7)",2,0,1,100000.0,5987.235872798953,57.8774726607653,1.0
"(6, 7)",2,0,1,177827.94100389228,7744.759787423793,57.870882600366585,1.0
"(6, 7)",2,0,1,316227.7660168379,10087.427916235742,57.86594290816353,1.0
"(6, 7)",2,0,1,562341.3251903491,13210.598719102907,57.86223956711926,1.0
"(6, 7)",2,0,1,1000000.0,17374.690635755556,57.85946283118055,1.0
"(6, 7)",2,0,3,0.0,349.01429016999856,50.37794812214136,1.0
"(6, 7)",2,0,3,0.0001,349.0142901801468,50.377846641558676,0.9999999999999998
"(6, 7)",2,0,3,0.00017782794100389227,349.0142902020891,50.37776766574438,1.0
"(6, 7)",2,0,3,0.00031622776601683794,349.0142902714706,50.377627234269525,1.0
"(6, 7)",2,0,3,0.0005623413251903491,349.0142904908453,50.37737753819325,0.9999999999999998
"(6, 7)",2,0,3,0.001,349.01429118441496,50.37693360467332,1.0
"(6, 7)",2,0,3,0.0017782794100389228,349.0142933768051,50.376144469876735,1.0
"(6, 7)",2,0,3,0.0031622776601683794,349.0143003048928,50.374742125290474,1.0
"(6, 7)",2,0,3,0.005623413251903491,349.014322186159,50.37225138880504,1.0
"(6, 7)",2,0,3,0.01,349.0143912278603,50.36783170320017,1.0
"(6, 7)",2,0,3,0.01778279410038923,349.0146087006661,50.36000230613183,1.0
"(6, 7)",2,0,3,0.03162277660168379,349.0152916325524,50.34617372387674,1.0
"(6, 7)",2,0,3,0.05623413251903491,349.0174247543324,50.32187677915751,1.0
"(6, 7)",2,0,3,0.1,349.0240248465143,50.27957833839957,1.0
"(6, 7)",2,0,3,0.1778279410038923,349.0441125868137,50.207114734832906,1.0
"(6, 7)",2,0,3,0.31622776601683794,349.10354579994623,50.08635368390144,1.0
"(6, 7)",2,0,3,0.5623413251903491,349.2712586660414,49.8942029470634,1.0
"(6, 7)",2,0,3,1.0,349.70989065077697,49.61038312534892,1.0
"(6, 7)",2,0,3,1.7782794100389228,350.7332948853502,49.23564158566964,0.9999999999999998
"(6, 7)",2,0,3,3.1622776601683795,352.7771646932827,48.81128573403759,0.9999999999999998
"(6, 7)",2,0,3,5.623413251903491,356.17127403228886,48.41135003476792,1.0
"(6, 7)",2,0,3,10.0,360.87831153264153,48.0969621919172,1.0
"(6, 7)",2,0,3,17.78279410038923,366.61762691259094,47.880452023174584,0.9999999999999998
"(6, 7)",2,0,3,31.622776601683793,373.2976015234998,47.738684733055905,1.0
"(6, 7)",2,0,3,56.23413251903491,381.1383630643725,47.64517478529357,1.0
"(6, 7)",2,0,3,100.0,390.3300818694577,47.58347219035632,1.0
"(6, 7)",2,0,3,177.82794100389228,400.6966327540448,47.54423808216775,1.0
"(6, 7)",2,0,3,316.22776601683796,411.69568839745364,47.52075597561565,1.0
"(6, 7)",2,0,3,562.341325190349,422.65420124234043,47.50756216500877,1.0
"(6, 7)",2,0,3,1000.0,433.0049190684342,47.50053855398281,1.0
"(6, 7)",2,0,3,1778.2794100389228,442.4061130860094,47.49694583934942,0.9999999999999998
"(6, 7)",2,0,3,3162.2776601683795,450.7517131804281,47.49515113719776,1.0
"(6, 7)",2,0,3,5623.413251903491,458.1246622474434,47.49425972683511,1.0
"(6, 7)",2,0,3,10000.0,464.7387871616726,47.49381058994923,1.0
"(6, 7)",2,0,3,17782.794100389227,470.8931359878833,47.49357609748259,0.9999999999999998
"(6, 7)",2,0,3,31622.776601683792,476.94635185351933,47.49344678209696,1.0
"(6, 7)",2,0,3,56234.13251903491,483.31054573534317,47.493370572073204,1.0
"(6, 7)",2,0,3,100000.0,490.4615571851089,47.493322556368774,1.0
"(6, 7)",2,0,3,177827.94100389228,498.9631835327079,47.49329052433427,0.9999999999999998
"(6, 7)",2,0,3,316227.7660168379,509.50314679989395,47.49326821624385,1.0
"(6, 7)",2,0,3,562341.3251903491,522.9443157769286,47.49325222321442,0.9999999999999998
"(6, 7)",2,0,3,1000000.0,540.3663879183179,47.493240523928236,1.0
"(6, 7)",2,1,0.1,0.0,2408.88083756903,15.878325471756003,0.9999999999999999
"(6, 7)",2,1,0.1,0.0001,2408.880837569156,15.878324216114907,0.9999999999999999
"(6, 7)",2,1,0.1,0.00017782794100389227,2408.880837569427,15.878323238877812,1.0
"(6, 7)",2,1,0.1,0.00031622776601683794,2408.880837570286,15.87832150108261,1.0
"(6, 7)",2,1,0.1,0.0005623413251903491,2408.880837572998,15.878318410814055,0.9999999999999999
"(6, 7)",2,1,0.1,0.001,2408.8808375815847,15.878312915506612,1.0000000000000002
"(6, 7)",2,1,0.1,0.0017782794100389228,2408.880837608729,15.878303143483699,1.0
"(6, 7)",2,1,0.1,0.0031622776601683794,2408.880837694578,15.87828576663146,1.0000000000000002
"(6, 7)",2,1,0.1,0.005623413251903491,2408.8808379660363,15.878254867424276,0.9999999999999999
"(6, 7)",2,1,0.1,0.01,2408.8808388243997,15.878199925348364,1.0000000000000002
"(6, 7)",2,1,0.1,0.01778279410038923,2408.880841538321,15.878102239894268,1.0
"(6, 7)",2,1,0.1,0.03162277660168379,2408.8808501178173,15.877928581310837,1.0000000000000002
"(6, 7)",2,1,0.1,0.05623413251903491,2408.8808772334046,15.877619936732177,0.9999999999999999
"(6, 7)",2,1,0.1,0.1,2408.880962895018,15.877071613918135,1.0
"(6, 7)",2,1,0.1,0.1778279410038923,2408.8812333011406,15.876098226194967,0.9999999999999999
"(6, 7)",2,1,0.1,0.31622776601683794,2408.8820857125665,15.874372574317897,1.0
"(6, 7)",2,1,0.1,0.5623413251903491,2408.884766261437,15.871320542151919,1.0
"(6, 7)",2,1,0.1,1.0,2408.8931594966266,15.865945234637946,1.0
"(6, 7)",2,1,0.1,1.7782794100389228,2408.919242193895,15.856547637480421,0.9999999999999999
"(6, 7)",2,1,0.1,3.1622776601683795,2408.9992374455373,15.840327339649818,1.0
"(6, 7)",2,1,0.1,5.623413251903491,2409.239122507317,15.812939373308152,1.0
"(6, 7)",2,1,0.1,10.0,2409.9320726950823,15.768354997754663,1.0000000000000002
"(6, 7)",2,1,0.1,17.78279410038923,2411.818963234343,15.69986008063395,1.0
"(6, 7)",2,1,0.1,31.622776601683793,2416.535693725928,15.60313344732081,1.0
"(6, 7)",2,1,0.1,56.23413251903491,2427.131820322366,15.480289269285587,0.9999999999999999
"(6, 7)",2,1,0.1,100.0,2448.5945094198414,15.339751754084652,1.0
"(6, 7)",2,1,0.1,177.82794100389228,2489.3209471771797,15.189489651368302,1.0
"(6, 7)",2,1,0.1,316.22776601683796,2564.7998979032723,15.032778494270703,1.0000000000000002
"(6, 7)",2,1,0.1,562.341325190349,2701.3624948738893,14.873057225470196,1.0
"(6, 7)",2,1,0.1,1000.0,2935.3534092282302,14.718655556919481,1.0
"(6, 7)",2,1,0.1,1778.2794100389228,3306.9865542761763,14.58022997307264,1.0
"(6, 7)",2,1,0.1,3162.2776601683795,3855.728671861761,14.464931802887607,0.9999999999999999
"(6, 7)",2,1,0.1,5623.413251903491,4625.46039357387,14.373813258549227,1.0000000000000002
"(6, 7)",2,1,0.1,10000.0,5675.754649260178,14.303834344357687,1.0
"(6, 7)",2,1,0.1,17782.794100389227,7090.909278773704,14.250791052999059,0.9999999999999998
"(6, 7)",2,1,0.1,31622.776601683792,8987.127859635493,14.210815846163426,0.9999999999999999
"(6, 7)",2,1,0.1,56234.13251903491,11521.588945635063,14.180767340052261,1.0
"(6, 7)",2,1,0.1,100000.0,14905.161040473538,14.158207843402316,1.0000000000000002
"(6, 7)",2,1,0.1,177827.94100389228,19419.78403371011,14.141280693489684,0.9999999999999999
"(6, 7)",2,1,0.1,316227.7660168379,25441.876056989116,14.128583305449489,0.9999999999999998
"(6, 7)",2,1,0.1,562341.3251903491,33473.66829659211,14.119060109124764,1.0
"(6, 7)",2,1,0.1,1000000.0,44185.047203332855,14.111918111236795,1.0
"(6, 7)",2,1,1,0.0,166.92758617904587,7.615312033951841,1.0
"(6, 7)",2,1,1,0.0001,166.92758618049433,7.615297551138069,1.0
"(6, 7)",2,1,1,0.00017782794100389227,166.9275861836258,7.615286279755865,1.0
"(6, 7)",2,1,1,0.00031622776601683794,166.92758619352813,7.615266236724878,1.0
"(6, 7)",2,1,1,0.0005623413251903491,166.92758622484055,7.615230596626445,1.0
"(6, 7)",2,1,1,0.001,166.92758632384826,7.615167224931379,1.0
"(6, 7)",2,1,1,0.0017782794100389228,166.92758663688105,7.615054552452366,1.0
"(6, 7)",2,1,1,0.0031622776601683794,166.92758762645474,7.61485425284189,1.0
"(6, 7)",2,1,1,0.005623413251903491,166.92759075395026,7.6144982649425,1.0
"(6, 7)",2,1,1,0.01,166.92760063379387,7.61386585302615,0.9999999999999999
"(6, 7)",2,1,1,0.01778279410038923,166.9276318195839,7.612743248070753,1.0
"(6, 7)",2,1,1,0.03162277660168379,166.9277301184968,7.610753240568811,0.9999999999999999
"(6, 7)",2,1,1,0.05623413251903491,166.9280391858984,7.6072342148937535,0.9999999999999999
"(6, 7)",2,1,1,0.1,166.92900666498358,7.601038062927289,0.9999999999999999
"(6, 7)",2,1,1,0.1778279410038923,166.93201189393898,7.590209965268323,1.0
"(6, 7)",2,1,1,0.31622776601683794,166.9412231631908,7.571532063001193,1.0
"(6, 7)",2,1,1,0.5623413251903491,166.96882602228774,7.5400165941792165,1.0
"(6, 7)",2,1,1,1.0,167.04854311534174,7.488727267220374,1.0
"(6, 7)",2,1,1,1.7782794100389228,167.26596742131997,7.409812467257518,1.0
"(6, 7)",2,1,1,3.1622776601683795,167.8123349123069,7.297805007811688,1.0
"(6, 7)",2,1,1,5.623413251903491,169.0469516382744,7.1546909505498375,1.0000000000000002
"(6, 7)",2,1,1,10.0,171.51229995933562,6.992994060608453,1.0
"(6, 7)",2,1,1,17.78279410038923,175.8336881564026,6.832609020847389,1.0
"(6, 7)",2,1,1,31.622776601683793,182.50727704432867,6.692500537910884,1.0
"(6, 7)",2,1,1,56.23413251903491,191.68145800283213,6.583612452494124,1.0
"(6, 7)",2,1,1,100.0,203.0624934626889,6.507301242291385,1.0
"(6, 7)",2,1,1,177.82794100389228,216.00817003516767,6.458304163932866,1.0
"(6, 7)",2,1,1,316.22776601683796,229.74270960472427,6.428986149458129,1.0
"(6, 7)",2,1,1,562.341325190349,243.57116941959814,6.412351916809179,1.0
"(6, 7)",2,1,1,1000.0,257.0233328712797,6.403241392395376,1.0
"(6, 7)",2,1,1,1778.2794100389228,269.91466289059366,6.398330623058214,1.0
"(6, 7)",2,1,1,3162.2776601683795,282.34442836035,6.395670104954656,1.0
"(6, 7)",2,1,1,5623.413251903491,294.66328284799744,6.394189970752198,1.0
"(6, 7)",2,1,1,10000.0,307.43956247728966,6.393328861945812,1.0
"(6, 7)",2,1,1,17782.794100389227,321.44350471361804,6.392799533558113,1.0
"(6, 7)",2,1,1,31622.776601683792,337.6589418086906,6.3924557151199926,1.0
"(6, 7)",2,1,1,56234.13251903491,357.32629491779977,6.3922216700559735,1.0000000000000002
"(6, 7)",2,1,1,100000.0,382.0190759695988,6.392056654126404,0.9999999999999999
"(6, 7)",2,1,1,177827.94100389228,413.7574967790483,6.391937488240941,1.0000000000000002
"(6, 7)",2,1,1,316227.7660168379,455.1657857243226,6.3918501072156575,0.9999999999999998
"(6, 7)",2,1,1,562341.3251903491,509.68418040391674,6.391785432298363,1.0
"(6, 7)",2,1,1,1000000.0,581.851259846168,6.391737296982493,0.9999999999999999
"(6, 7)",2,1,3,0.0,152.95174377989449,7.772089694637434,1.0
"(6, 7)",2,1,3,0.0001,152.95174378403803,7.77204826033984,1.0000000000000002
"(6, 7)",2,1,3,0.00017782794100389227,152.95174379299667,7.772016014632551,1.0
"(6, 7)",2,1,3,0.00031622776601683794,152.9517438213248,7.771958676547665,1.0
"(6, 7)",2,1,3,0.0005623413251903491,152.95174391089566,7.771856725403085,1.0000000000000002
"(6, 7)",2,1,3,0.001,152.95174419408158,7.77167546569177,1.0
"(6, 7)",2,1,3,0.0017782794100389228,152.9517450892532,7.7713532551072495,1.0
"(6, 7)",2,1,3,0.0031622776601683794,152.95174791811397,7.770780653285199,1.0
"(6, 7)",2,1,3,0.005623413251903491,152.95175685297838,7.76976360287306,1.0000000000000002
"(6, 7)",2,1,3,0.01,152.95178504704492,7.767958774393124,0.9999999999999999
"(6, 7)",2,1,3,0.01778279410038923,152.95187386611306,7.764761157606073,1.0
"(6, 7)",2,1,3,0.03162277660168379,152.9521528491867,7.7591121477729095,1.0
"(6, 7)",2,1,3,0.05623413251903491,152.95302460936668,7.749182762219856,1.0
"(6, 7)",2,1,3,0.1,152.95572400848118,7.731883744461426,1.0
"(6, 7)",2,1,3,0.1778279410038923,152.9639518919853,7.702205496922875,1.0
"(6, 7)",2,1,3,0.31622776601683794,152.98836665719367,7.652606594313754,1.0
"(6, 7)",2,1,3,0.5623413251903491,153.05767871281583,7.5732251427734925,1.0
"(6, 7)",2,1,3,1.0,153.2413227816276,7.454496392749626,1.0
"(6, 7)",2,1,3,1.7782794100389228,153.68210999575,7.293390634703644,1.0
"(6, 7)",2,1,3,3.1622776601683795,154.6168991925535,7.100057492828233,1.0
"(6, 7)",2,1,3,5.623413251903491,156.35998435766726,6.896131793248157,1.0
"(6, 7)",2,1,3,10.0,159.27793374170696,6.703296288284019,1.0
"(6, 7)",2,1,3,17.78279410038923,163.77967177023163,6.535402991669044,1.0
"(6, 7)",2,1,3,31.622776601683793,170.22463866048224,6.399730021971081,0.9999999999999999
"(6, 7)",2,1,3,56.23413251903491,178.720477462466,6.298738715286105,1.0
"(6, 7)",2,1,3,100.0,188.98570350267195,6.22983355950958,1.0
"(6, 7)",2,1,3,177.82794100389228,200.4026482457419,6.186574511099395,0.9999999999999999
"(6, 7)",2,1,3,316.22776601683796,212.2006791784585,6.161353760029104,0.9999999999999998
"(6, 7)",2,1,3,562.341325190349,223.65008230293725,6.147552212641673,1.0
"(6, 7)",2,1,3,1000.0,234.19226437822414,6.140389714466546,1.0
"(6, 7)",2,1,3,1778.2794100389228,243.4885874447822,6.136831361098115,1.0
"(6, 7)",2,1,3,3162.2776601683795,251.40522714032932,6.135124809644633,0.9999999999999999
"(6, 7)",2,1,3,5623.413251903491,257.9638525992559,6.134328854448374,1.0
"(6, 7)",2,1,3,10000.0,263.2844370435961,6.133965437902583,1.0
"(6, 7)",2,1,3,17782.794100389227,267.5361746687043,6.133802034021703,1.0
"(6, 7)",2,1,3,31622.776601683792,270.9025471201977,6.133729258242377,1.0
"(6, 7)",2,1,3,56234.13251903491,273.5602132740504,6.133696949811706,1.0
"(6, 7)",2,1,3,100000.0,275.6686795547115,6.133682542161182,1.0
"(6, 7)",2,1,3,177827.94100389228,277.3671838451907,6.133676021507242,1.0
"(6, 7)",2,1,3,316227.7660168379,278.77607229127244,6.133672985004789,1.0
"(6, 7)",2,1,3,562341.3251903491,280.00037670234406,6.133671504438324,0.9999999999999998
"(6, 7)",2,1,3,1000000.0,281.134597919958,6.133670734672167,1.0
"(6, 8)",2,-1,0.1,0.0,2200.1620003853272,14.058889101194714,1.0
"(6, 8)",2,-1,0.1,0.0001,2200.1620003854637,14.058887730473943,0.9999999999999999
"(6, 8)",2,-1,0.1,0.00017782794100389227,2200.1620003857597,14.058886663672986,1.0000000000000002
"(6, 8)",2,-1,0.1,0.00031622776601683794,2200.162000386696,14.058884766608754,1.0
"(6, 8)",2,-1,0.1,0.0005623413251903491,2200.1620003896605,14.058881393117282,0.9999999999999998
"(6, 8)",2,-1,0.1,0.001,2200.1620003990306,14.058875394166208,1.0
"(6, 8)",2,-1,0.1,0.0017782794100389228,2200.1620004286647,14.058864726542753,1.0
"(6, 8)",2,-1,0.1,0.0031622776601683794,2200.162000522379,14.058845757121249,0.9999999999999999
"(6, 8)",2,-1,0.1,0.005623413251903491,2200.162000818721,14.058812026066716,1.0000000000000002
"(6, 8)",2,-1,0.1,0.01,2200.162001755746,14.058752048762184,1.0
"(6, 8)",2,-1,0.1,0.01778279410038923,2200.162004718378,14.058645411121386,1.0
"(6, 8)",2,-1,0.1,0.03162277660168379,2200.1620140840705,14.058455838917094,1.0
"(6, 8)",2,-1,0.1,0.05623413251903491,2200.1620436841704,14.058118914015804,0.9999999999999998
"(6, 8)",2,-1,0.1,0.1,2200.1621371931355,14.05752035943089,1.0
"(6, 8)",2,-1,0.1,0.1778279410038923,2200.1624323621577,14.056457830217493,1.0
"(6, 8)",2,-1,0.1,0.31622776601683794,2200.1633627862916,14.054574240924746,1.0000000000000002
"(6, 8)",2,-1,0.1,0.5623413251903491,2200.1662883913723,14.051243173759653,1.0
"(6, 8)",2,-1,0.1,1.0,2200.1754474723843,14.045377338756559,0.9999999999999999
"(6, 8)",2,-1,0.1,1.7782794100389228,2200.203902250201,14.035124918174349,1.0
"(6, 8)",2,-1,0.1,3.1622776601683795,2200.2911321397623,14.01743721649533,0.9999999999999999
"(6, 8)",2,-1,0.1,5.623413251903491,2200.552517041562,13.987593348770469,1.0
"(6, 8)",2,-1,0.1,10.0,2201.3067485502797,13.939063323795281,1.0000000000000002
"(6, 8)",2,-1,0.1,17.78279410038923,2203.3578340178256,13.864603604958164,1.0
"(6, 8)",2,-1,0.1,31.622776601683793,2208.4812878372813,13.759536015769386,1.0
"(6, 8)",2,-1,0.1,56.23413251903491,2220.0137609013013,13.625862303026317,1.0000000000000002
"(6, 8)",2,-1,0.1,100.0,2243.5575950269467,13.471780197729963,1.0
"(6, 8)",2,-1,0.1,177.82794100389228,2288.865684070836,13.304736488051697,1.0000000000000002
"(6, 8)",2,-1,0.1,316.22776601683796,2373.858963325086,13.12833646471192,1.0000000000000002
"(6, 8)",2,-1,0.1,562.341325190349,2527.5664020325653,12.948498106549005,0.9999999999999998
"(6, 8)",2,-1,0.1,1000.0,2787.466571694058,12.77686191189286,1.0
"(6, 8)",2,-1,0.1,1778.2794100389228,3193.6536389780185,12.625461758668033,1.0000000000000002
"(6, 8)",2,-1,0.1,3162.2776601683795,3787.24378616059,12.50069974662322,1.0
"(6, 8)",2,-1,0.1,5623.413251903491,4616.748204963723,12.40249823732328,0.9999999999999999
"(6, 8)",2,-1,0.1,10000.0,5748.2199430384235,12.327112213595107,1.0
"(6, 8)",2,-1,0.1,17782.794100389227,7273.8000380252,12.269932123997776,1.0
"(6, 8)",2,-1,0.1,31622.776601683792,9319.52499535099,12.226806508841573,1.0
"(6, 8)",2,-1,0.1,56234.13251903491,12055.39606507293,12.194370844420078,1.0
"(6, 8)",2,-1,0.1,100000.0,15709.282202482535,12.17000943716224,1.0
"(6, 8)",2,-1,0.1,177827.94100389228,20585.785810637582,12.151725627292768,1.0
"(6, 8)",2,-1,0.1,316227.7660168379,27091.57685692651,12.138008462323066,0.9999999999999998
"(6, 8)",2,-1,0.1,562341.3251903491,35769.27485545777,12.127719471584056,1.0
"(6, 8)",2,-1,0.1,1000000.0,47342.670339917895,12.120002746513068,1.0
"(6, 8)",2,-1,1,0.0,93.88173916974858,4.539341918740518,1.0
"(6, 8)",2,-1,1,0.0001,93.88173917074495,4.539331954923581,0.9999999999999999
"(6, 8)",2,-1,1,0.00017782794100389227,93.88173917289937,4.539324200538537,1.0
"(6, 8)",2,-1,1,0.00031622776601683794,93.88173917971186,4.5393104116125915,1.0
"(6, 8)",2,-1,1,0.0005623413251903491,93.88173920125328,4.539285892748547,0.9999999999999999
"(6, 8)",2,-1,1,0.001,93.88173926936466,4.539242296729537,1.0000000000000002
"(6, 8)",2,-1,1,0.0017782794100389228,93.88173948470302,4.539164787809941,1.0
"(6, 8)",2,-1,1,0.0031622776601683794,93.88174016539146,4.539027008974338,1.0
"(6, 8)",2,-1,1,0.005623413251903491,93.88174231638773,4.538782169313716,0.9999999999999998
"(6, 8)",2,-1,1,0.01,93.88174910985097,4.538347311508759,1.0
"(6, 8)",2,-1,1,0.01778279410038923,93.88177054452652,4.537575701708022,0.9999999999999999
"(6, 8)",2,-1,1,0.03162277660168379,93.88183805753377,4.536208878918707,1.0
"(6, 8)",2,-1,1,0.05623413251903491,93.8820500507248,4.533794950656025,1.0
"(6, 8)",2,-1,1,0.1,93.88271211727768,4.529554218470683,1.0
"(6, 8)",2,-1,1,0.1778279410038923,93.88476025811053,4.522172833758657,0.9999999999999998
"(6, 8)",2,-1,1,0.31622776601683794,93.8909931553898,4.509528982045132,1.0
"(6, 8)",2,-1,1,0.5623413251903491,93.90944098835028,4.488451107747676,1.0
"(6, 8)",2,-1,1,1.0,93.96161427974569,4.454842702866916,1.0
"(6, 8)",2,-1,1,1.7782794100389228,94.09915122292969,4.404826419404807,1.0
"(6, 8)",2,-1,1,3.1622776601683795,94.42732524441932,4.337355790084048,1.0
"(6, 8)",2,-1,1,5.623413251903491,95.11806943912701,4.256983997139367,1.0
"(6, 8)",2,-1,1,10.0,96.38560527081435,4.1734985465994034,1.0
"(6, 8)",2,-1,1,17.78279410038923,98.42422460494463,4.0975334414419535,1.0
"(6, 8)",2,-1,1,31.622776601683793,101.3414941567673,4.036082299368912,0.9999999999999999
"(6, 8)",2,-1,1,56.23413251903491,105.11863667857374,3.9911410499656674,0.9999999999999999
"(6, 8)",2,-1,1,100.0,109.61611203944764,3.960939236577409,1.0
"(6, 8)",2,-1,1,177.82794100389228,114.62679172853949,3.9419653222139646,1.0
"(6, 8)",2,-1,1,316.22776601683796,119.95450271025358,3.9306007213432825,1.0
"(6, 8)",2,-1,1,562.341325190349,125.4825211765577,3.9239655262509125,1.0
"(6, 8)",2,-1,1,1000.0,131.2122125938153,3.92010003757302,1.0
"(6, 8)",2,-1,1,1778.2794100389228,137.2751959469576,3.9178031637664383,1.0
"(6, 8)",2,-1,1,3162.2776601683795,143.93291437400333,3.9163877096338733,1.0
"(6, 8)",2,-1,1,5623.413251903491,151.5770506850068,3.915475785273048,0.9999999999999999
"(6, 8)",2,-1,1,10000.0,160.73993586765596,3.9148622638762434,1.0000000000000002
"(6, 8)",2,-1,1,17782.794100389227,172.1202475278939,3.9144343972628044,0.9999999999999999
"(6, 8)",2,-1,1,31622.776601683792,186.62734241942425,3.9141279995816047,1.0
"(6, 8)",2,-1,1,56234.13251903491,205.4474904902685,3.913904623929188,1.0
"(6, 8)",2,-1,1,100000.0,230.13654039493926,3.9137399077412667,1.0
"(6, 8)",2,-1,1,177827.94100389228,262.7457364008369,3.9136175971229834,1.0
"(6, 8)",2,-1,1,316227.7660168379,305.99034384854207,3.9135263971612586,1.0
"(6, 8)",2,-1,1,562341.3251903491,363.4746401389472,3.9134582293964155,1.0
"(6, 8)",2,-1,1,1000000.0,439.99136603421596,3.9134072055058438,1.0
"(6, 8)",2,-1,3,0.0,79.9629685282562,4.926126789846296,1.0
"(6, 8)",2,-1,3,0.0001,79.96296853238145,4.926085536700042,1.0
"(6, 8)",2,-1,3,0.00017782794100389227,79.96296854130097,4.926053431984506,1.0
"(6, 8)",2,-1,3,0.00031622776601683794,79.96296856950524,4.9259963446329165,1.0
"(6, 8)",2,-1,3,0.0005623413251903491,79.96296865868396,4.925894839395673,1.0
"(6, 8)",2,-1,3,0.001,79.9629689406311,4.925714372738689,1.0
"(6, 8)",2,-1,3,0.0017782794100389228,79.96296983188323,4.92539357276628,1.0
"(6, 8)",2,-1,3,0.0031622776601683794,79.96297264834463,4.924823480500355,1.0
"(6, 8)",2,-1,3,0.005623413251903491,79.96298154396744,4.923810896343349,1.0
"(6, 8)",2,-1,3,0.01,79.96300961375125,4.922014021966,0.9999999999999999
"(6, 8)",2,-1,3,0.01778279410038923,79.96309803863757,4.918830590535252,1.0
"(6, 8)",2,-1,3,0.03162277660168379,79.96337576771027,4.913206953028339,1.0
"(6, 8)",2,-1,3,0.05623413251903491,79.96424351126,4.903323248456323,0.9999999999999999
"(6, 8)",2,-1,3,0.1,79.96692983650829,4.8861077580294605,1.0
"(6, 8)",2,-1,3,0.1778279410038923,79.975113527152,4.856587905246405,1.0
"(6, 8)",2,-1,3,0.31622776601683794,79.99936634179961,4.807313868784867,1.0
"(6, 8)",2,-1,3,0.5623413251903491,80.06799929735467,4.7286932698898365,1.0
"(6, 8)",2,-1,3,1.0,80.24836867771891,4.6120170426728215,1.0
"(6, 8)",2,-1,3,1.7782794100389228,80.67261944220456,4.4567427397304336,1.0
"(6, 8)",2,-1,3,3.1622776601683795,81.53142136602906,4.278579416763372,0.9999999999999999
