k,q,T,lam,E,D,Dbar,D_T,D_max,y_T,resid_norm,m_T_1,m_T_2,m_T_3,m_T_4,m_T_5,m_T_6,m_T_7,m_T_8
4,1,1,562341.3251903491,404.64029090909895,7.4898765644867105,7.4898765644867105,29.18266947660852,29.32381010120545,1.0,3.1720631275493663,0.9060751080731497,0.9060751080731497,1.1878497838537005,3.6175768198085554,0.4331227667108257,0.7778645852573884,0.8300551198545422,0.8300551198545423
4,1,1,1000000.0,476.4442846079162,7.48982868099947,7.48982868099947,29.244575276687684,29.347573697510033,0.9999999999999999,3.1750570467766726,0.9060771865851716,0.9060771865851716,1.1878456268296567,3.6206901320699107,0.4331309621180259,0.7778666376239601,0.8300603566961945,0.8300603566961945
4,1,3,0.0,138.3832710577851,7.965634147809255,2.655211382603085,7.413843409070781,14.056392198195349,0.9999999999999998,1.8888333273014197,0.9532492793214029,0.9532492793214029,1.093501441357194,2.167792905016659,0.5732720504545652,0.9127347718517922,0.8965554277686697,0.8965554277686698
4,1,3,0.0001,138.38327105892097,7.965622791462213,2.655207597154071,7.41388119273535,14.056433292172112,1.0,1.8888360782432376,0.9532489744476534,0.9532489744476534,1.0935020511046933,2.167796757639582,0.5732711386946102,0.9127340242616515,0.8965549508671615,0.8965549508671615
4,1,3,0.00017782794100389227,138.38327106137643,7.965613953287336,2.6552046510957785,7.413910598722098,14.056465270819238,1.0,1.8888382192253796,0.9532487371746002,0.9532487371746001,1.0935025256508002,2.1677997560218074,0.573270429103143,0.9127334424361881,0.89655457971145,0.8965545797114501
4,1,3,0.00031622776601683794,138.38327106914124,7.965598237053094,2.6551994123510316,7.413962890211191,14.056522129498408,1.0,1.8888420264476529,0.9532483152452571,0.953248315245257,1.0935033695094862,2.1678050879070994,0.5732691672782962,0.9127324078064462,0.8965539197078017,0.8965539197078017
4,1,3,0.0005623413251903491,138.383271093694,7.965570290810398,2.655190096936799,7.41405587728181,14.056623214204357,1.0000000000000002,1.8888487966192227,0.9532475649636876,0.9532475649636877,1.0935048700726253,2.1678145692483444,0.5732669234866781,0.9127305680041773,0.8965527460840466,0.8965527460840466
4,1,3,0.001,138.3832711713283,7.965520599682725,2.655173533227575,7.4142212285588736,14.056802894764298,1.0,1.8888608354541012,0.9532462308378248,0.9532462308378248,1.0935075383243504,2.167831428961541,0.5732629336686711,0.9127272965066529,0.8965506592021545,0.8965506592021545
4,1,3,0.0017782794100389228,138.383271416783,7.9654322510986315,2.6551440836995437,7.414515251256315,14.057122163301635,0.9999999999999999,1.8888822425324638,0.9532438586561447,0.9532438586561447,1.0935122826877104,2.1678614078370577,0.5732558395124974,0.9127214794548155,0.8965469486143679,0.8965469486143679
4,1,3,0.0031622776601683794,138.38327219272037,7.965275193602361,2.655091731200787,7.415038048622348,14.057695050112414,0.9999999999999999,1.8889203060820432,0.9532396410979892,0.9532396410979892,1.0935207178040216,2.167914711049695,0.5732432268237028,0.912711136960262,0.8965403516424832,0.8965403516424832
