seed,t,phase,n_live_hypotheses,map_hid,map_prob,map_size,map_age,map_status,margin_top1_top2,entropy,n_exact_duplicate_groups,n_near_duplicate_pairs,coalesced_entropy,coalesced_margin,coalesced_map_matches_map,C,D,Q,n_components,size_frac,R_retain_step,R_purity_step,R_F,D_deform,bulk_speed,consistency_vs_vizbundle_ok
502,1,uncontrolled,1,0,1.0,46,0,active,1.0,-0.0,0,0,-0.0,1.0,True,0.23413760031019581,0.5833333333333333,0.3620173121264169,11,0.115,,,,,,True
502,2,uncontrolled,2,1,0.5484138443329938,35,1,active,0.09682768866598751,0.688452027145554,0,0,0.688452027145554,0.09682768866598751,True,0.2813959371941744,1.0,0.5006844503945058,11,0.0875,0.4782608695652174,0.6285714285714286,0.3543046293357003,0.33241224296101995,3.1405922078019026,True
502,3,uncontrolled,5,3,0.298152407784145,26,2,active,0.04789097123529623,1.5579983938072146,1,0,1.241988764259702,0.227205799043929,True,0.15384615384615385,0.8,0.6235308233915087,6,0.065,0.5142857142857142,0.6923076923076923,0.42619163537673677,0.2954038919591091,0.4222173179919083,True
502,4,uncontrolled,6,3,0.298152407784145,34,3,individuation_loss,0.1188375799755122,1.7223660901002937,1,0,1.0490354603452992,0.49100326041135706,True,0.1315334104411641,1.0,0.48463367349625636,10,0.085,0.7692307692307693,0.5882352941176471,0.44559434457490577,0.2854151288718839,0.18017375925738896,True
502,5,uncontrolled,6,11,0.2608382405387556,20,4,active,0.08394937600555305,1.755314910889264,1,0,1.166252497905844,0.3796346206574083,True,0.3535533905932738,1.0,0.7288854047985127,7,0.05,0.5882352941176471,1.0,0.4051159179241177,0.3062539411134497,0.7766809423061345,True
502,6,uncontrolled,6,11,0.27737503516178713,23,5,individuation_loss,0.0892716538543381,1.7361583447174362,1,0,1.1097501647807735,0.4037029464544121,True,0.13043478260869565,1.0,0.6095648344923283,8,0.0575,1.0,0.8695652173913043,0.6235140265169192,0.19381979889389564,0.2783401985924969,True
502,7,uncontrolled,6,11,0.2923526847057122,24,6,individuation_loss,0.09409212929783639,1.7024182590870387,1,0,1.0421853977580264,0.4255020288711744,True,0.21245914639969937,1.0,0.6587004357339433,10,0.06,1.0,0.9583333333333334,0.7019187890199377,0.15345602342553383,0.11130603646366126,True
502,8,uncontrolled,6,11,0.2923526847057122,19,7,active,0.09409212929783639,1.7024182590870387,1,0,1.0421853977580264,0.4255020288711744,True,0.05263157894736842,1.0,1.0,6,0.0475,0.7916666666666666,1.0,0.6382320617141481,0.18624276595519473,0.34900496334845,True
502,9,uncontrolled,6,11,0.2923526847057122,26,8,individuation_loss,0.09409212929783639,1.7024182590870387,1,0,1.0421853977580264,0.4255020288711744,True,0.07692307692307693,1.0,0.9330778660927256,9,0.065,1.0,0.7307692307692307,0.6175907765181008,0.19686916382228348,0.5604590327849016,True
502,10,uncontrolled,5,11,0.3147373364130109,23,9,active,0.10129650829935075,1.5565951403783336,1,0,0.8458100405383595,0.45808156453241833,True,0.09722034684781694,1.0,1.0,7,0.0575,0.8846153846153846,1.0,0.7533957739596033,0.12695501257414693,0.14036160842495446,True
502,11,uncontrolled,5,11,0.3147373364130109,22,10,active,0.10129650829935075,1.5565951403783336,1,0,0.8458100405383595,0.45808156453241833,True,0.20327890704543544,1.0,0.8411560822127352,7,0.055,0.9130434782608695,0.9545454545454546,0.7121298137464289,0.148199257175574,0.11986340148679148,True
502,12,uncontrolled,5,11,0.3147373364130109,24,11,individuation_loss,0.10129650829935075,1.5565951403783336,1,0,0.8458100405383595,0.45808156453241833,True,0.21245914639969937,1.0,0.727585237304686,8,0.06,1.0,0.9166666666666666,0.8007478006778035,0.10257758302257197,0.28782636423952684,True
502,13,uncontrolled,5,11,0.3147373364130109,24,12,active,0.10129650829935075,1.5565951403783336,1,0,0.8458100405383595,0.45808156453241833,True,0.18633899812498247,1.0,0.7576981242407633,7,0.06,0.9583333333333334,0.9583333333333334,0.8172132457762735,0.0941009610965034,0.2495401560939356,True
502,14,uncontrolled,5,11,0.3147373364130109,28,13,individuation_loss,0.10129650829935075,1.5565951403783336,1,0,0.8458100405383595,0.45808156453241833,True,0.07142857142857142,1.0,0.6421242281237222,10,0.07,0.9583333333333334,0.8214285714285714,0.6823157228886794,0.1635479328268677,0.2134434050293216,True
502,15,uncontrolled,5,11,0.3147373364130109,28,14,active,0.10129650829935075,1.5565951403783336,1,0,0.8458100405383595,0.45808156453241833,True,0.1129384878631564,1.0,0.6626372548939817,7,0.07,1.0,1.0,0.718703233162143,0.14481517670794886,0.031622776601684804,True
502,16,uncontrolled,5,11,0.3147373364130109,27,15,active,0.10129650829935075,1.5565951403783336,1,0,0.8458100405383595,0.45808156453241833,True,0.1335389361282959,1.0,0.8400620736516345,7,0.0675,0.8928571428571429,0.9259259259259259,0.6644241731567149,0.17275873167514227,0.384713774548176,True
502,17,uncontrolled,5,11,0.3147373364130109,26,16,active,0.10129650829935075,1.5565951403783336,1,0,0.8458100405383595,0.45808156453241833,True,0.19611613513818404,1.0,0.8383559734320106,5,0.065,0.9629629629629629,1.0,0.7161185597602703,0.1461457996640253,0.10716303764124656,True
502,18,uncontrolled,5,11,0.3147373364130109,27,17,individuation_loss,0.10129650829935075,1.5565951403783336,1,0,0.8458100405383595,0.45808156453241833,True,0.28926850651506125,1.0,0.818816733336367,9,0.0675,1.0,0.9629629629629629,0.7192947563318387,0.14451065300755486,0.15473026309845214,True
502,19,uncontrolled,6,11,0.3147373364130109,17,18,active,0.1254480004546516,1.7002283255157826,1,0,0.9894432256758086,0.5434209774469608,True,0.21209125149788174,1.0,0.7170366925986881,6,0.0425,0.6296296296296297,1.0,0.4979124917181931,0.258481076949578,0.049036681219576835,True
502,20,uncontrolled,6,11,0.3147373364130109,25,19,individuation_loss,0.1254480004546516,1.7002283255157826,1,0,0.9894432256758086,0.5434209774469608,True,0.25612496949731395,1.0,1.0,8,0.0625,0.9411764705882353,0.64,0.40966023625859804,0.30391446785884146,0.1856174326382642,True
502,21,uncontrolled,6,11,0.3147373364130109,25,20,active,0.1254480004546516,1.7002283255157826,1,0,0.9894432256758086,0.5434209774469608,True,0.37735924528226417,1.0,1.0,9,0.0625,1.0,1.0,0.8120274716599618,0.0967706639994666,0.10566058867903268,True
502,22,uncontrolled,6,11,0.3147373364130109,25,21,active,0.1254480004546516,1.7002283255157826,1,0,0.9894432256758086,0.5434209774469608,True,0.4472135954999579,1.0,1.0,9,0.0625,1.0,1.0,0.8263735474566798,0.08938512052194468,0.12521980673998873,True
502,23,uncontrolled,6,11,0.3147373364130109,27,22,individuation_loss,0.1254480004546516,1.7002283255157826,1,0,0.9894432256758086,0.5434209774469608,True,0.29860213882587217,1.0,0.9347743055634217,8,0.0675,1.0,0.9259259259259259,0.7420623571241378,0.13278960065058512,0.03880532051733244,True
502,24,uncontrolled,6,11,0.33522474317136175,27,23,active,0.13361387057869573,1.6603331642467467,1,0,0.9032804571881377,0.5927093015355744,True,0.31644458315990853,1.0,1.0,8,0.0675,0.9629629629629629,0.9629629629629629,0.7383644355349384,0.134693338025216,0.19902535347045122,True
502,25,uncontrolled,6,11,0.33522474317136175,29,24,individuation_loss,0.13361387057869573,1.6603331642467467,1,0,0.9032804571881377,0.5927093015355744,True,0.2780088878723638,1.0,0.9298094144203072,8,0.0725,1.0,0.9310344827586207,0.7166866141792327,0.14585335797695392,0.04415110065185478,True
502,26,uncontrolled,6,25,0.24954947533340796,13,25,active,0.060939592960226885,1.7601960669704306,2,0,0.9915389997597757,0.22502327565461433,True,0.31716197120135853,1.0,1.0,3,0.0325,0.4482758620689655,1.0,0.41653107654247556,0.30037727132072645,0.398881372070543,True
502,27,uncontrolled,6,25,0.249549475333408,13,26,active,0.060939592960226885,1.760196066970431,2,0,0.9915389997597757,0.22502327565461444,True,0.2773500981126146,1.0,1.0,4,0.0325,1.0,1.0,0.8777268331208291,0.06294779164118228,0.07765802747153436,True
502,28,uncontrolled,6,25,0.28319427498384203,12,27,active,0.10145518524237326,1.7299763060059625,1,0,1.0904262821271367,0.42248314613356175,True,0.7168604389202189,1.0,1.0,2,0.03,0.9230769230769231,1.0,0.7206336244482312,0.1438213865611482,0.29444422490663796,True
502,29,uncontrolled,6,25,0.28319427498384203,12,28,active,0.10145518524237326,1.7299763060059625,1,0,1.0904262821271367,0.42248314613356175,True,0.5892556509887896,1.0,1.0,2,0.03,1.0,1.0,0.8495708138297391,0.07744287082345348,0.16499158227686175,True
502,30,control,6,25,0.28319427498384203,21,29,individuation_loss,0.10145518524237326,1.7299763060059625,1,0,1.0904262821271367,0.42248314613356175,True,0.38391703563326424,1.0,1.0,4,0.0525,1.0,0.5714285714285714,0.5365254332902687,0.23860264030833145,0.1354176785418085,True
502,31,control,5,25,0.31177440093588515,12,30,active,0.11169409975743658,1.5672632065249152,1,0,0.863169433532051,0.46512038352051666,True,0.754615428178118,1.0,1.0,2,0.03,0.5714285714285714,1.0,0.4543797581721919,0.2808922854818041,0.44516877363794866,True
502,32,control,2,16,0.597612635493434,38,31,individuation_loss,0.1952252709868681,0.6739677938589232,0,0,0.6739677938589232,0.1952252709868681,True,0.1860807318911967,1.0,1.0,8,0.095,1.0,0.9736842105263158,0.8190400306865792,0.09316050883831656,0.042539069391851814,True
502,33,control,2,16,0.597612635493434,34,32,active,0.1952252709868681,0.6739677938589232,0,0,0.6739677938589232,0.1952252709868681,True,0.3248635593290371,1.0,1.0,6,0.085,0.8947368421052632,1.0,0.7547451262749106,0.12626034872792097,0.2906329812694298,True
502,34,control,2,16,0.597612635493434,34,33,active,0.1952252709868681,0.6739677938589232,0,0,0.6739677938589232,0.1952252709868681,True,0.2663348570040417,1.0,1.0,6,0.085,1.0,1.0,0.8418080935962022,0.08143921857743243,0.07457375996113172,True
502,35,control,3,16,0.5976126354934341,34,34,active,0.3848548238819415,0.9522164162297624,0,0,0.9522164162297624,0.3848548238819415,True,0.3766543669078146,1.0,1.0,6,0.085,1.0,1.0,0.8455521081719537,0.07951175194324568,0.10546322273418816,True
502,36,control,3,16,0.5976126354934341,38,35,individuation_loss,0.3848548238819415,0.9522164162297624,0,0,0.9522164162297624,0.3848548238819415,True,0.5418752705782631,1.0,1.0,8,0.095,1.0,0.8947368421052632,0.7597287150516154,0.12369473342614873,0.10212420719445986,True
502,37,control,3,16,0.5976126354934341,38,36,active,0.3848548238819415,0.9522164162297624,0,0,0.9522164162297624,0.3848548238819415,True,0.48380990291711146,1.0,1.0,8,0.095,1.0,1.0,0.8314103116630236,0.08679212982824645,0.13546677281679295,True
502,38,control,3,16,0.5976126354934341,38,37,active,0.3848548238819415,0.9522164162297624,0,0,0.9522164162297624,0.3848548238819415,True,0.4895019799404809,1.0,1.0,9,0.095,1.0,1.0,0.8278531594237839,0.08862339733939957,0.13706055438333242,True
502,39,control,3,16,0.5976126354934341,38,38,active,0.3848548238819415,0.9522164162297624,0,0,0.9522164162297624,0.3848548238819415,True,0.3885479752693,1.0,1.0,10,0.095,1.0,1.0,0.7907682557288599,0.10771518051966372,0.10879343307540441,True
502,40,control,3,16,0.5976126354934341,38,39,active,0.3848548238819415,0.9522164162297624,0,0,0.9522164162297624,0.3848548238819415,True,0.4527539614232961,1.0,1.0,9,0.095,1.0,1.0,0.8517123134278467,0.07634039941503265,0.1267711091985235,True
502,41,control,3,16,0.5976126354934341,38,40,active,0.3848548238819415,0.9522164162297624,0,0,0.9522164162297624,0.3848548238819415,True,0.4093776101606328,1.0,1.0,8,0.095,1.0,1.0,0.8348061807782309,0.08504389293407959,0.11462573084497546,True
502,42,control,3,16,0.5976126354934341,38,41,active,0.3848548238819415,0.9522164162297624,0,0,0.9522164162297624,0.3848548238819415,True,0.4527539614232961,1.0,1.0,9,0.095,1.0,1.0,0.7945654116503291,0.10576035604039,0.12677110919852247,True
502,43,control,3,16,0.5976126354934341,38,42,active,0.3848548238819415,0.9522164162297624,0,0,0.9522164162297624,0.3848548238819415,True,0.3370065388122552,1.0,1.0,8,0.095,1.0,1.0,0.8170204139812756,0.09420023337318631,0.09436183086743365,True
502,44,control,4,38,0.32150590117303,20,43,active,0.04539916685262596,1.364723835408588,0,0,1.364723835408588,0.04539916685262596,True,0.6041522986797286,1.0,1.0,5,0.05,0.5263157894736842,1.0,0.4664659321444111,0.2746701683946255,0.9603768562103714,True
502,45,control,3,38,0.4083951621433752,26,44,individuation_loss,0.057668615226984354,1.0760806921522637,0,0,1.0760806921522637,0.057668615226984354,True,0.5466411693673806,1.0,1.0,9,0.065,1.0,0.7692307692307693,0.7207816451618276,0.1437451836028388,0.30197653265522023,True
502,46,control,3,38,0.40839516214337523,26,45,active,0.057668615226984354,1.0760806921522637,0,0,1.0760806921522637,0.057668615226984354,True,0.38461538461538464,1.0,0.9651899047995182,11,0.065,0.9615384615384616,0.9615384615384616,0.7956762014604659,0.10518850722588488,0.2583352992291746,True
502,47,control,3,38,0.40839516214337523,20,46,active,0.057668615226984354,1.0760806921522637,0,0,1.0760806921522637,0.057668615226984354,True,0.7071067811865475,1.0,1.0,2,0.05,0.7307692307692307,0.95,0.6857980318013195,0.16175519561838664,0.05554100764036244,True
502,48,control,3,38,0.40839516214337523,27,47,individuation_loss,0.057668615226984354,1.0760806921522637,0,0,1.0760806921522637,0.057668615226984354,True,0.5937488719215332,1.0,1.0,7,0.0675,1.0,0.7407407407407407,0.7126317367663901,0.14794086077931767,0.23613340635299157,True
