seed,t,phase,n_live_hypotheses,map_hid,map_prob,map_size,map_age,map_status,margin_top1_top2,entropy,n_exact_duplicate_groups,n_near_duplicate_pairs,coalesced_entropy,coalesced_margin,coalesced_map_matches_map,C,D,Q,n_components,size_frac,R_retain_step,R_purity_step,R_F,D_deform,bulk_speed,consistency_vs_vizbundle_ok
501,1,uncontrolled,1,0,1.0,47,0,active,1.0,-0.0,0,0,-0.0,1.0,True,0.04757591441488914,0.7272727272727273,0.4279659643972538,9,0.1175,,,,,,True
501,2,uncontrolled,2,2,0.5780849668558733,21,1,active,0.15616993371174664,0.6809025976661149,0,0,0.6809025976661149,0.15616993371174664,True,0.30491067797299276,1.0,0.4362698958057673,6,0.0525,0.425531914893617,0.9523809523809523,0.4077183457053347,0.3120772858999434,0.1680578839030293,True
501,3,uncontrolled,3,2,0.5780849668558733,53,2,individuation_loss,0.35382111918914344,0.9725119473480823,1,0,0.4971289838626076,0.6046976290452064,True,0.15211807072261413,1.0,0.484926276106291,22,0.1325,1.0,0.39622641509433965,0.3535774288074134,0.3406045081752288,0.9114509363395578,True
501,4,uncontrolled,3,2,0.5780849668558733,51,3,active,0.35382111918914344,0.9725119473480823,1,0,0.4971289838626076,0.6046976290452064,True,0.17647058823529413,1.0,0.5852343781273528,18,0.1275,0.9245283018867925,0.9607843137254902,0.6657324421961509,0.17612788011821295,0.22397765373474496,True
501,5,uncontrolled,3,2,0.5780849668558733,49,4,active,0.35382111918914344,0.9725119473480823,1,0,0.4971289838626076,0.6046976290452064,True,0.1645358724142561,1.0,0.5344852925078585,19,0.1225,0.8627450980392157,0.8979591836734694,0.6039992259443738,0.20865553725233732,0.6663629797480273,True
501,6,uncontrolled,5,5,0.3047357445760715,42,5,active,0.0313865222962697,1.52747458864588,2,0,1.0520916251604056,0.04356269475984803,True,0.10101525445522107,1.0,0.6341415727346345,16,0.105,0.5306122448979592,0.6190476190476191,0.47748925904040074,0.2753145107734748,2.8031617974453757,True
501,7,uncontrolled,4,5,0.37980456761488335,43,6,individuation_loss,0.039118300828978825,1.2841616839632612,2,0,0.6916725384931242,0.05429396039647383,True,0.18749436623950116,1.0,0.6855971798285067,17,0.1075,1.0,0.9767441860465116,0.7335761233789673,0.1403805768960522,0.11448516196867153,True
501,8,uncontrolled,4,5,0.37980456761488335,42,7,active,0.039118300828978825,1.2841616839632612,2,0,0.6916725384931242,0.05429396039647383,True,0.07529232524210426,1.0,0.8616376569017632,15,0.105,0.9767441860465116,1.0,0.7693957422019235,0.12150697285449039,0.1263425946731506,True
501,9,uncontrolled,4,5,0.37980456761488335,44,8,individuation_loss,0.039118300828978825,1.2841616839632612,2,0,0.6916725384931242,0.05429396039647383,True,0.10163945352271772,1.0,0.7069258328485367,13,0.11,1.0,0.9545454545454546,0.7170966031407517,0.14906374969329178,0.20976730573415853,True
501,10,uncontrolled,4,5,0.37980456761488335,42,9,active,0.039118300828978825,1.2841616839632612,2,0,0.6916725384931242,0.05429396039647383,True,0.1963383631246505,1.0,0.8628787838137547,13,0.105,0.9545454545454546,1.0,0.7180801892779081,0.1485454913783384,0.26536202782921503,True
