seed,t,hid,hyp_prob_prior,hyp_size_prior,cand_idx,r_retain,r_purity,dice,passes_gate,cand_size,prev_size,R_F,score,D_deform,bulk_delta,bulk_speed
503,2,0,1.0,45,0,0.0,0.0,0.0,False,42,45,,,,,
503,2,0,1.0,45,1,0.7777777777777778,0.8536585365853658,0.813953488372093,True,41,45,0.6230132828337376,0.7375774061567508,0.22081324319108225,"[0.17324407771814698, -0.05564035407642631]",0.18195977430784377
503,2,0,1.0,45,2,0.0,0.0,0.0,False,36,45,,,,,
503,2,0,1.0,45,3,0.0,0.0,0.0,False,33,45,,,,,
503,2,0,1.0,45,4,0.2222222222222222,0.3125,0.2597402597402597,False,32,45,,,,,
503,2,0,1.0,45,5,0.0,0.0,0.0,False,30,45,,,,,
503,2,0,1.0,45,6,0.0,0.0,0.0,False,30,45,,,,,
503,2,0,1.0,45,7,0.0,0.0,0.0,False,30,45,,,,,
503,2,0,1.0,45,8,0.0,0.0,0.0,False,29,45,,,,,
503,2,0,1.0,45,9,0.0,0.0,0.0,False,28,45,,,,,
503,2,0,1.0,45,10,0.0,0.0,0.0,False,19,45,,,,,
503,2,0,1.0,45,11,0.0,0.0,0.0,False,17,45,,,,,
503,2,0,1.0,45,12,0.0,0.0,0.0,False,17,45,,,,,
503,2,0,1.0,45,13,0.0,0.0,0.0,False,16,45,,,,,
503,3,0,1.0,41,0,0.6341463414634146,0.7428571428571429,0.6842105263157895,True,35,41,0.48266755714804865,0.6035933386486931,0.3030182478915405,"[-0.4002237857001578, 1.8966889646554979]",1.9384550826073093
503,3,0,1.0,41,1,0.0,0.0,0.0,False,35,41,,,,,
503,3,0,1.0,41,2,0.0,0.0,0.0,False,34,41,,,,,
503,3,0,1.0,41,3,0.0,0.0,0.0,False,32,41,,,,,
503,3,0,1.0,41,4,0.0,0.0,0.0,False,31,41,,,,,
503,3,0,1.0,41,5,0.0,0.0,0.0,False,31,41,,,,,
503,3,0,1.0,41,6,0.36585365853658536,0.5172413793103449,0.42857142857142855,True,29,41,0.5051306355300186,0.45919511135486457,0.28986090052698954,"[0.6234072653018536, -4.144543465121794]",4.191166562272955
503,3,0,1.0,41,7,0.0,0.0,0.0,False,28,41,,,,,
503,3,0,1.0,41,8,0.0,0.0,0.0,False,28,41,,,,,
503,3,0,1.0,41,9,0.0,0.0,0.0,False,27,41,,,,,
503,3,0,1.0,41,10,0.0,0.0,0.0,False,21,41,,,,,
503,3,0,1.0,41,11,0.0,0.0,0.0,False,19,41,,,,,
503,3,0,1.0,41,12,0.0,0.0,0.0,False,18,41,,,,,
503,3,0,1.0,41,13,0.0,0.0,0.0,False,16,41,,,,,
503,3,0,1.0,41,14,0.0,0.0,0.0,False,16,41,,,,,
503,4,1,0.6405133468976208,35,0,0.05714285714285714,0.047619047619047616,0.05194805194805195,False,42,35,,,,,
503,4,1,0.6405133468976208,35,1,0.05714285714285714,0.05,0.05333333333333334,False,40,35,,,,,
503,4,1,0.6405133468976208,35,2,0.0,0.0,0.0,False,38,35,,,,,
503,4,1,0.6405133468976208,35,3,0.0,0.0,0.0,False,32,35,,,,,
503,4,1,0.6405133468976208,35,4,0.0,0.0,0.0,False,32,35,,,,,
503,4,1,0.6405133468976208,35,5,0.0,0.0,0.0,False,31,35,,,,,
503,4,1,0.6405133468976208,35,6,0.4,0.4666666666666667,0.4307692307692308,True,30,35,0.4210975247325982,0.42690054835457775,0.3390817958150067,"[-0.0034686408178838946, 0.36515279699679937]",0.36516927119311293
503,4,1,0.6405133468976208,35,7,0.02857142857142857,0.03333333333333333,0.03076923076923077,False,30,35,,,,,
503,4,1,0.6405133468976208,35,8,0.0,0.0,0.0,False,29,35,,,,,
503,4,1,0.6405133468976208,35,9,0.0,0.0,0.0,False,28,35,,,,,
503,4,1,0.6405133468976208,35,10,0.0,0.0,0.0,False,22,35,,,,,
503,4,1,0.6405133468976208,35,11,0.45714285714285713,1.0,0.6274509803921569,True,16,35,0.4948904657407436,0.5744267745315915,0.29585889727073134,"[0.18824617794954257, -0.3520684248250685]",0.39923526807061493
503,4,1,0.6405133468976208,35,12,0.0,0.0,0.0,False,15,35,,,,,
503,4,1,0.6405133468976208,35,13,0.0,0.0,0.0,False,15,35,,,,,
503,4,2,0.35948665310237915,29,0,0.0,0.0,0.0,False,42,29,,,,,
503,4,2,0.35948665310237915,29,1,0.0,0.0,0.0,False,40,29,,,,,
503,4,2,0.35948665310237915,29,2,0.0,0.0,0.0,False,38,29,,,,,
503,4,2,0.35948665310237915,29,3,0.0,0.0,0.0,False,32,29,,,,,
503,4,2,0.35948665310237915,29,4,0.0,0.0,0.0,False,32,29,,,,,
503,4,2,0.35948665310237915,29,5,0.0,0.0,0.0,False,31,29,,,,,
503,4,2,0.35948665310237915,29,6,0.0,0.0,0.0,False,30,29,,,,,
503,4,2,0.35948665310237915,29,7,1.0,0.9666666666666667,0.9830508474576272,True,30,29,0.7450586869286775,0.8878539832460473,0.14932732533874465,"[0.09141641759389785, 0.12229948973090687]",0.1526896414107457
503,4,2,0.35948665310237915,29,8,0.0,0.0,0.0,False,29,29,,,,,
503,4,2,0.35948665310237915,29,9,0.0,0.0,0.0,False,28,29,,,,,
503,4,2,0.35948665310237915,29,10,0.0,0.0,0.0,False,22,29,,,,,
503,4,2,0.35948665310237915,29,11,0.0,0.0,0.0,False,16,29,,,,,
503,4,2,0.35948665310237915,29,12,0.0,0.0,0.0,False,15,29,,,,,
503,4,2,0.35948665310237915,29,13,0.0,0.0,0.0,False,15,29,,,,,
503,5,4,0.4120993796776004,16,0,0.0,0.0,0.0,False,38,16,,,,,
503,5,4,0.4120993796776004,16,1,0.0,0.0,0.0,False,34,16,,,,,
503,5,4,0.4120993796776004,16,2,0.0,0.0,0.0,False,32,16,,,,,
503,5,4,0.4120993796776004,16,3,0.0,0.0,0.0,False,31,16,,,,,
503,5,4,0.4120993796776004,16,4,0.0,0.0,0.0,False,31,16,,,,,
503,5,4,0.4120993796776004,16,5,0.0,0.0,0.0,False,29,16,,,,,
503,5,4,0.4120993796776004,16,6,0.0,0.0,0.0,False,28,16,,,,,
503,5,4,0.4120993796776004,16,7,0.0,0.0,0.0,False,27,16,,,,,
503,5,4,0.4120993796776004,16,8,0.0,0.0,0.0,False,27,16,,,,,
503,5,4,0.4120993796776004,16,9,0.0,0.0,0.0,False,27,16,,,,,
503,5,4,0.4120993796776004,16,10,0.0,0.0,0.0,False,20,16,,,,,
503,5,4,0.4120993796776004,16,11,1.0,0.9411764705882353,0.9696969696969697,True,17,16,0.7360445378641935,0.8762359969638592,0.1546072023182264,"[0.2304633765217261, -0.04001054782500013]",0.23391069204944762
503,5,4,0.4120993796776004,16,12,0.0,0.0,0.0,False,17,16,,,,,
503,5,4,0.4120993796776004,16,13,0.0,0.0,0.0,False,15,16,,,,,
503,5,4,0.4120993796776004,16,14,0.0,0.0,0.0,False,14,16,,,,,
503,5,4,0.4120993796776004,16,15,0.0,0.0,0.0,False,13,16,,,,,
503,5,2,0.35948665310237915,30,0,0.0,0.0,0.0,False,38,30,,,,,
503,5,2,0.35948665310237915,30,1,0.0,0.0,0.0,False,34,30,,,,,
503,5,2,0.35948665310237915,30,2,0.0,0.0,0.0,False,32,30,,,,,
503,5,2,0.35948665310237915,30,3,0.0,0.0,0.0,False,31,30,,,,,
503,5,2,0.35948665310237915,30,4,0.0,0.0,0.0,False,31,30,,,,,
503,5,2,0.35948665310237915,30,5,0.9666666666666667,1.0,0.9830508474576272,True,29,30,0.719395478028106,0.8775886996858187,0.16435909205620758,"[0.014790478957827702, -0.09333397248952746]",0.09449861738923916
503,5,2,0.35948665310237915,30,6,0.0,0.0,0.0,False,28,30,,,,,
503,5,2,0.35948665310237915,30,7,0.0,0.0,0.0,False,27,30,,,,,
503,5,2,0.35948665310237915,30,8,0.0,0.0,0.0,False,27,30,,,,,
503,5,2,0.35948665310237915,30,9,0.0,0.0,0.0,False,27,30,,,,,
503,5,2,0.35948665310237915,30,10,0.0,0.0,0.0,False,20,30,,,,,
503,5,2,0.35948665310237915,30,11,0.03333333333333333,0.058823529411764705,0.0425531914893617,False,17,30,,,,,
503,5,2,0.35948665310237915,30,12,0.0,0.0,0.0,False,17,30,,,,,
503,5,2,0.35948665310237915,30,13,0.0,0.0,0.0,False,15,30,,,,,
503,5,2,0.35948665310237915,30,14,0.0,0.0,0.0,False,14,30,,,,,
503,5,2,0.35948665310237915,30,15,0.0,0.0,0.0,False,13,30,,,,,
503,5,3,0.22841396722002041,30,0,0.0,0.0,0.0,False,38,30,,,,,
503,5,3,0.22841396722002041,30,1,0.0,0.0,0.0,False,34,30,,,,,
503,5,3,0.22841396722002041,30,2,0.0,0.0,0.0,False,32,30,,,,,
503,5,3,0.22841396722002041,30,3,0.0,0.0,0.0,False,31,30,,,,,
503,5,3,0.22841396722002041,30,4,0.0,0.0,0.0,False,31,30,,,,,
503,5,3,0.22841396722002041,30,5,0.0,0.0,0.0,False,29,30,,,,,
503,5,3,0.22841396722002041,30,6,0.0,0.0,0.0,False,28,30,,,,,
