seed,t,phase,n_live_hypotheses,map_hid,map_prob,map_size,map_age,map_status,margin_top1_top2,entropy,n_exact_duplicate_groups,n_near_duplicate_pairs,coalesced_entropy,coalesced_margin,coalesced_map_matches_map,C,D,Q,n_components,size_frac,R_retain_step,R_purity_step,R_F,D_deform,bulk_speed,consistency_vs_vizbundle_ok
504,1,uncontrolled,1,0,1.0,44,0,active,1.0,-0.0,0,0,-0.0,1.0,True,0.11588680712710875,0.9285714285714286,0.26687645604852467,15,0.11,,,,,,True
504,2,uncontrolled,1,0,1.0,21,1,active,1.0,-0.0,0,0,-0.0,1.0,True,0.17169291787923757,1.0,0.6578066442425664,6,0.0525,0.4318181818181818,0.9047619047619048,0.30209455358196224,0.31797462565265255,0.27573934725726296,True
504,3,uncontrolled,1,0,1.0,32,2,individuation_loss,1.0,-0.0,0,0,-0.0,1.0,True,0.08838834764831845,1.0,0.6986956635547209,13,0.08,0.9523809523809523,0.625,0.4609820030402607,0.24558347650528656,0.19564906304853216,True
504,4,uncontrolled,1,0,1.0,22,3,active,1.0,-0.0,0,0,-0.0,1.0,True,0.20327890704543544,1.0,0.6753505702611277,8,0.055,0.6875,1.0,0.43358358820976006,0.2580665438662284,0.4387133731517682,True
504,5,uncontrolled,1,0,1.0,23,4,individuation_loss,1.0,-0.0,0,0,-0.0,1.0,True,0.1567630989332169,1.0,0.7354149577694744,6,0.0575,0.9090909090909091,0.8695652173913043,0.6991279714294669,0.1370811349088747,0.40310195943898275,True
504,6,uncontrolled,1,0,1.0,23,5,active,1.0,-0.0,0,0,-0.0,1.0,True,0.09722034684781694,1.0,0.7787959239251594,11,0.0575,0.9565217391304348,0.9565217391304348,0.737178621962761,0.11974477305461168,0.16556147660021892,True
504,7,uncontrolled,1,0,1.0,23,6,active,1.0,-0.0,0,0,-0.0,1.0,True,0.2783967059753412,1.0,0.8399900170502458,7,0.0575,1.0,1.0,0.6695644202661697,0.15055066600704825,0.07795107767309478,True
504,8,uncontrolled,1,0,1.0,23,7,active,1.0,-0.0,0,0,-0.0,1.0,True,0.21739130434782608,1.0,0.9123573456224967,9,0.0575,1.0,1.0,0.6965438819779671,0.1382584790322238,0.0608695652173914,True
504,9,uncontrolled,1,0,1.0,16,8,active,1.0,-0.0,0,0,-0.0,1.0,True,0.2795084971874737,1.0,0.9636266955549796,5,0.04,0.6956521739130435,1.0,0.4969531834966624,0.22919454774908776,0.15552896493773335,True
504,10,uncontrolled,1,0,1.0,16,9,active,1.0,-0.0,0,0,-0.0,1.0,True,0.375,1.0,1.0,5,0.04,1.0,1.0,0.6921004437987438,0.14028296615852562,0.10500000000000043,True
