seed,t,hid,hyp_prob_prior,hyp_size_prior,cand_idx,r_retain,r_purity,dice,passes_gate,cand_size,prev_size,R_F,score,D_deform,bulk_delta,bulk_speed
502,2,0,1.0,46,0,0.0,0.0,0.0,False,44,46,,,,,
502,2,0,1.0,46,1,0.0,0.0,0.0,False,43,46,,,,,
502,2,0,1.0,46,2,0.0,0.0,0.0,False,35,46,,,,,
502,2,0,1.0,46,3,0.4782608695652174,0.6285714285714286,0.5432098765432098,True,35,46,0.3543046293357003,0.46764777766020604,0.33241224296101995,"[-1.0552165175309636, -21.041987573245194]",21.068429531682597
502,2,0,1.0,46,4,0.043478260869565216,0.058823529411764705,0.05,False,34,46,,,,,
502,2,0,1.0,46,5,0.021739130434782608,0.03125,0.02564102564102564,False,32,46,,,,,
502,2,0,1.0,46,6,0.06521739130434782,0.09375,0.07692307692307693,False,32,46,,,,,
502,2,0,1.0,46,7,0.0,0.0,0.0,False,32,46,,,,,
502,2,0,1.0,46,8,0.043478260869565216,0.06451612903225806,0.05194805194805195,False,31,46,,,,,
502,2,0,1.0,46,9,0.0,0.0,0.0,False,24,46,,,,,
502,2,0,1.0,46,10,0.0,0.0,0.0,False,21,46,,,,,
502,2,0,1.0,46,11,0.0,0.0,0.0,False,21,46,,,,,
502,2,0,1.0,46,12,0.34782608695652173,1.0,0.5161290322580645,True,16,46,0.2735108853240569,0.4190817734844614,0.37400589669358153,"[0.24399177033571995, 0.19206123127399266]",0.3105148958585414
502,3,1,0.5484138443329938,35,0,0.02857142857142857,0.02,0.023529411764705882,False,50,35,,,,,
502,3,1,0.5484138443329938,35,1,0.0,0.0,0.0,False,49,35,,,,,
502,3,1,0.5484138443329938,35,2,0.0,0.0,0.0,False,40,35,,,,,
502,3,1,0.5484138443329938,35,3,0.0,0.0,0.0,False,35,35,,,,,
502,3,1,0.5484138443329938,35,4,0.0,0.0,0.0,False,31,35,,,,,
502,3,1,0.5484138443329938,35,5,0.0,0.0,0.0,False,31,35,,,,,
502,3,1,0.5484138443329938,35,6,0.0,0.0,0.0,False,31,35,,,,,
502,3,1,0.5484138443329938,35,7,0.0,0.0,0.0,False,28,35,,,,,
502,3,1,0.5484138443329938,35,8,0.5142857142857142,0.6923076923076923,0.5901639344262295,True,26,35,0.42619163537673677,0.5245750148064324,0.2954038919591091,"[0.08223483119429087, -0.41413149620709344]",0.4222173179919073
502,3,1,0.5484138443329938,35,9,0.0,0.0,0.0,False,23,35,,,,,
502,3,1,0.5484138443329938,35,10,0.0,0.0,0.0,False,22,35,,,,,
502,3,1,0.5484138443329938,35,11,0.45714285714285713,0.7272727272727273,0.5614035087719298,True,22,35,0.3598956028343704,0.48080034639690605,0.329533938228687,"[-0.17882143939973538, 2.506351385132807]",2.5127225021768984
502,3,1,0.5484138443329938,35,12,0.0,0.0,0.0,False,12,35,,,,,
502,3,2,0.4515861556670063,16,0,0.3125,0.1,0.15151515151515152,True,50,16,0.25880877706318894,0.1944326017343665,0.38157473024154837,"[1.63309164701149, -19.47024363096552]",19.538612421988724
502,3,2,0.4515861556670063,16,1,0.0,0.0,0.0,False,49,16,,,,,
502,3,2,0.4515861556670063,16,2,0.3125,0.125,0.17857142857142858,True,40,16,0.3009641092748627,0.22752850085280224,0.35987262554962113,"[-7.400033402160217, -4.209986463727994]",8.51378179059458
502,3,2,0.4515861556670063,16,3,0.0,0.0,0.0,False,35,16,,,,,
502,3,2,0.4515861556670063,16,4,0.0,0.0,0.0,False,31,16,,,,,
502,3,2,0.4515861556670063,16,5,0.0,0.0,0.0,False,31,16,,,,,
502,3,2,0.4515861556670063,16,6,0.0,0.0,0.0,False,31,16,,,,,
502,3,2,0.4515861556670063,16,7,0.0,0.0,0.0,False,28,16,,,,,
502,3,2,0.4515861556670063,16,8,0.375,0.23076923076923078,0.2857142857142857,True,26,16,0.27243009799998563,0.2804006106285657,0.37456229984417055,"[-3.2169734566723927, -22.14818030072628]",22.380590002375147
502,3,2,0.4515861556670063,16,9,0.0,0.0,0.0,False,23,16,,,,,
502,3,2,0.4515861556670063,16,10,0.0,0.0,0.0,False,22,16,,,,,
502,3,2,0.4515861556670063,16,11,0.0,0.0,0.0,False,22,16,,,,,
502,3,2,0.4515861556670063,16,12,0.0,0.0,0.0,False,12,16,,,,,
502,4,3,0.298152407784145,26,0,0.23076923076923078,0.10909090909090909,0.14814814814814814,False,55,26,,,,,
502,4,3,0.298152407784145,26,1,0.0,0.0,0.0,False,52,26,,,,,
502,4,3,0.298152407784145,26,2,0.0,0.0,0.0,False,38,26,,,,,
502,4,3,0.298152407784145,26,3,0.0,0.0,0.0,False,35,26,,,,,
502,4,3,0.298152407784145,26,4,0.0,0.0,0.0,False,34,26,,,,,
502,4,3,0.298152407784145,26,5,0.0,0.0,0.0,False,34,26,,,,,
502,4,3,0.298152407784145,26,6,0.7692307692307693,0.5882352941176471,0.6666666666666666,True,34,26,0.44559434457490577,0.5782377378299624,0.2854151288718839,"[-0.17816049925336674, -0.02685926340633671]",0.18017375925738985
